Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Bellevue City Police Dept,NE,12,51678.0,55.0,1,20.0,13,21,1142.0,155,890.0,97.0,106.4,1.9,38.7,25.2,40.6,2209.8,299.9,1722.2,187.7,bellevue city,"bellevue city,NE",16000US3103950
Douglas County Sheriff Office,NE,12,,100.0,0,8.0,5,87,1207.0,331,777.0,99.0,,,,,,,,,,douglas county,"douglas county,NE",05000US31055
Lancaster County Sheriff Department,NE,12,,24.0,1,9.0,2,12,370.0,130,232.0,8.0,,,,,,,,,,lancaster county,"lancaster county,NE",05000US31109
Lincoln Police Dept,NE,12,264175.0,1050.0,3,182.0,197,668,10171.0,1616,8244.0,311.0,397.5,1.1,68.9,74.6,252.9,3850.1,611.7,3120.7,117.7,lincoln,"lincoln,NE",05000US31111
Norfolk City Police Dept,NE,12,24418.0,28.0,0,18.0,0,10,820.0,108,675.0,37.0,114.7,0.0,73.7,0.0,41.0,3358.2,442.3,2764.4,151.5,norfolk city,"norfolk city,NE",16000US3134615
Sarpy County Sheriff Department,NE,12,,18.0,0,8.0,5,5,695.0,101,544.0,50.0,,,,,,,,,,sarpy county,"sarpy county,NE",05000US31153
Scotts Bluff Police Dept,NE,12,15174.0,19.0,0,4.0,3,12,576.0,77,480.0,19.0,125.2,0.0,26.4,19.8,79.1,3796.0,507.4,3163.3,125.2,scotts bluff,"scotts bluff,NE",05000US31157
Douglas County Sheriff Office,NV,12,,53.0,1,6.0,6,40,829.0,144,656.0,29.0,,,,,,,,,,douglas county,"douglas county,NV",05000US32005
Elko Police Dept,NV,12,18788.0,118.0,5,26.0,7,80,836.0,209,541.0,86.0,628.1,26.6,138.4,37.3,425.8,4449.6,1112.4,2879.5,457.7,elko,"elko,NV",05000US32007
Lyon County Sheriff Office,NV,12,,141.0,1,17.0,12,111,1028.0,294,662.0,72.0,,,,,,,,,,lyon county,"lyon county,NV",05000US32019
Nye County Sheriff Office,NV,12,,258.0,0,11.0,26,221,1147.0,334,687.0,126.0,,,,,,,,,,nye county,"nye county,NV",05000US32023
Washoe County Sheriff Office,NV,12,,188.0,4,8.0,10,166,956.0,335,523.0,98.0,,,,,,,,,,washoe county,"washoe county,NV",05000US32031
Merrimack Police Dept,NH,12,25606.0,6.0,0,0.0,1,5,223.0,33,181.0,9.0,23.4,0.0,0.0,3.9,19.5,870.9,128.9,706.9,35.1,merrimack,"merrimack,NH",05000US33013
Bayonne City Police Dept,NJ,12,64036.0,132.0,0,6.0,41,85,817.0,205,560.0,52.0,206.1,0.0,9.4,64.0,132.7,1275.8,320.1,874.5,81.2,bayonne city,"bayonne city,NJ",16000US3403580
Camden Police Dept,NJ,12,77665.0,1993.0,67,74.0,755,1097,4007.0,1089,2214.0,704.0,2566.1,86.3,95.3,972.1,1412.5,5159.3,1402.2,2850.7,906.5,camden,"camden,NJ",05000US34007
Englewood City Police Dept,NJ,12,27460.0,81.0,0,2.0,29,50,439.0,144,269.0,26.0,295.0,0.0,7.3,105.6,182.1,1598.7,524.4,979.6,94.7,englewood city,"englewood city,NJ",16000US3421480
Hoboken City Police Dept,NJ,12,50794.0,150.0,0,11.0,43,96,995.0,151,743.0,101.0,295.3,0.0,21.7,84.7,189.0,1958.9,297.3,1462.8,198.8,hoboken city,"hoboken city,NJ",16000US3432250
Passaic Police Dept,NJ,12,70237.0,513.0,6,2.0,232,273,1459.0,439,863.0,157.0,730.4,8.5,2.8,330.3,388.7,2077.3,625.0,1228.7,223.5,passaic,"passaic,NJ",05000US34031
Bernalillo County Sheriff Department,NM,12,,756.0,7,41.0,87,621,2424.0,908,1307.0,209.0,,,,,,,,,,bernalillo county,"bernalillo county,NM",05000US35001
Dona Ana County Sheriff Office,NM,12,,289.0,1,38.0,8,242,1436.0,549,758.0,129.0,,,,,,,,,,dona ana county,"dona ana county,NM",05000US35013
Mckinley County Sheriff Department,NM,12,,87.0,0,6.0,9,72,300.0,132,143.0,25.0,,,,,,,,,,mckinley county,"mckinley county,NM",05000US35031
Otero County Sheriff Office,NM,11,,68.0,0,6.0,1,61,269.0,110,134.0,25.0,,,,,,,,,,otero county,"otero county,NM",05000US35035
Rio Arriba County Sheriff Department,NM,12,,41.0,1,0.0,3,37,225.0,144,65.0,16.0,,,,,,,,,,rio arriba county,"rio arriba county,NM",05000US35039
San Juan County Sheriff Department,NM,12,,285.0,2,34.0,14,235,942.0,272,605.0,65.0,,,,,,,,,,san juan county,"san juan county,NM",05000US35045
Sandoval County Sheriff Office,NM,12,,15.0,1,0.0,1,13,102.0,51,49.0,2.0,,,,,,,,,,sandoval county,"sandoval county,NM",05000US35043
Valencia County Sheriff Department,NM,12,,170.0,1,3.0,7,159,912.0,458,344.0,110.0,,,,,,,,,,valencia county,"valencia county,NM",05000US35061
Albany Police Dept,NY,12,98187.0,802.0,4,43.0,249,506,4340.0,887,3299.0,154.0,816.8,4.1,43.8,253.6,515.3,4420.1,903.4,3359.9,156.8,albany,"albany,NY",05000US36001
Allegany County Sheriff Department,NY,11,,3.0,0,1.0,0,2,6.0,2,4.0,0.0,,,,,,,,,,allegany county,"allegany county,NY",05000US36003
Broome County Sheriff Department,NY,12,,72.0,1,9.0,7,55,855.0,208,626.0,21.0,,,,,,,,,,broome county,"broome county,NY",05000US36007
Cattaraugus County Sheriff Department,NY,12,,44.0,1,7.0,3,33,572.0,201,362.0,9.0,,,,,,,,,,cattaraugus county,"cattaraugus county,NY",05000US36009
Cayuga County Sheriff Department,NY,12,,26.0,1,4.0,2,19,373.0,81,286.0,6.0,,,,,,,,,,cayuga county,"cayuga county,NY",05000US36011
Chautauqua County Sheriff Department,NY,12,,25.0,1,4.0,0,20,698.0,201,486.0,11.0,,,,,,,,,,chautauqua county,"chautauqua county,NY",05000US36013
Chemung County Sheriff Department,NY,12,,63.0,1,1.0,2,59,546.0,87,441.0,18.0,,,,,,,,,,chemung county,"chemung county,NY",05000US36015
Chenango County Sheriff Department,NY,12,,20.0,0,1.0,1,18,454.0,76,371.0,7.0,,,,,,,,,,chenango county,"chenango county,NY",05000US36017
Clinton County Sheriff Department,NY,12,,2.0,0,0.0,0,2,20.0,3,17.0,0.0,,,,,,,,,,clinton county,"clinton county,NY",05000US36019
Columbia County Sheriff Department,NY,12,,21.0,0,0.0,3,18,429.0,92,333.0,4.0,,,,,,,,,,columbia county,"columbia county,NY",05000US36021
Cortland County Sheriff Office,NY,12,,20.0,0,1.0,6,13,464.0,93,367.0,4.0,,,,,,,,,,cortland county,"cortland county,NY",05000US36023
Delaware County Sheriff Department,NY,12,,11.0,1,4.0,1,5,106.0,35,66.0,5.0,,,,,,,,,,delaware county,"delaware county,NY",05000US36025
Dutchess County Sheriff Office,NY,12,,53.0,0,3.0,9,41,764.0,182,558.0,24.0,,,,,,,,,,dutchess county,"dutchess county,NY",05000US36027
Elmira City Police Dept,NY,12,29362.0,104.0,2,1.0,40,61,1192.0,250,923.0,19.0,354.2,6.8,3.4,136.2,207.8,4059.7,851.4,3143.5,64.7,elmira city,"elmira city,NY",16000US3624229
Erie County Sheriff Office,NY,12,,119.0,1,3.0,9,106,1233.0,284,906.0,43.0,,,,,,,,,,erie county,"erie county,NY",05000US36029
Essex County Sheriff Department,NY,12,,3.0,0,0.0,0,3,6.0,3,3.0,0.0,,,,,,,,,,essex county,"essex county,NY",05000US36031
Franklin County Sheriff Department,NY,12,,0.0,0,0.0,0,0,0.0,0,0.0,0.0,,,,,,,,,,franklin county,"franklin county,NY",05000US36033
Genesee County Sheriff Department,NY,12,,26.0,0,5.0,3,18,624.0,130,472.0,22.0,,,,,,,,,,genesee county,"genesee county,NY",05000US36037
Greene County Sheriff Department,NY,6,,9.0,0,0.0,0,9,35.0,18,16.0,1.0,,,,,,,,,,greene county,"greene county,NY",05000US36039
Hempstead Village Police Dept,NY,12,54380.0,464.0,9,9.0,207,239,992.0,217,636.0,139.0,853.3,16.6,16.6,380.7,439.5,1824.2,399.0,1169.5,255.6,hempstead village,"hempstead village,NY",16000US3633139
Herkimer County Sheriff Department,NY,12,,0.0,0,0.0,0,0,16.0,0,16.0,0.0,,,,,,,,,,herkimer county,"herkimer county,NY",05000US36043
Jefferson County Sheriff Department,NY,12,,26.0,0,1.0,1,24,287.0,11,274.0,2.0,,,,,,,,,,jefferson county,"jefferson county,NY",05000US36045
Livingston County Sheriff Office,NY,12,,24.0,0,6.0,0,18,508.0,100,402.0,6.0,,,,,,,,,,livingston county,"livingston county,NY",05000US36051
Madison County Sheriff Office,NY,12,,14.0,0,2.0,1,11,257.0,85,165.0,7.0,,,,,,,,,,madison county,"madison county,NY",05000US36053
Monroe County Sheriff Office,NY,12,,230.0,2,27.0,57,144,3912.0,734,3067.0,111.0,,,,,,,,,,monroe county,"monroe county,NY",05000US36055
Montgomery County Sheriff Department,NY,12,,19.0,0,4.0,3,12,402.0,46,351.0,5.0,,,,,,,,,,montgomery county,"montgomery county,NY",05000US36057
New York City Police Dept,NY,12,8289415.0,52993.0,419,1162.0,20201,31211,142760.0,18635,115935.0,8190.0,639.3,5.1,14.0,243.7,376.5,1722.2,224.8,1398.6,98.8,new york city,"new york city,NY",16000US3651000
Niagara County Sheriff Department,NY,12,,52.0,0,10.0,5,37,1056.0,306,711.0,39.0,,,,,,,,,,niagara county,"niagara county,NY",05000US36063
Oneida County Sheriff Department,NY,12,,34.0,0,3.0,7,24,484.0,141,334.0,9.0,,,,,,,,,,oneida county,"oneida county,NY",05000US36065
Onondaga County Sheriff Department,NY,12,,194.0,1,16.0,39,138,2481.0,550,1836.0,95.0,,,,,,,,,,onondaga county,"onondaga county,NY",05000US36067
Ontario County Sheriff Office,NY,12,,68.0,1,15.0,10,42,1148.0,264,869.0,15.0,,,,,,,,,,ontario county,"ontario county,NY",05000US36069
Orange County Sheriff Office,NY,11,,6.0,0,0.0,0,6,17.0,2,12.0,3.0,,,,,,,,,,orange county,"orange county,NY",05000US36071
Orleans County Sheriff Department,NY,12,,23.0,0,1.0,3,19,285.0,76,200.0,9.0,,,,,,,,,,orleans county,"orleans county,NY",05000US36073
Ossining Village Police Dept,NY,12,25366.0,41.0,0,0.0,18,23,314.0,74,227.0,13.0,161.6,0.0,0.0,71.0,90.7,1237.9,291.7,894.9,51.2,ossining village,"ossining village,NY",16000US3655530
Otsego County Sheriff Department,NY,12,,27.0,0,1.0,0,26,116.0,41,67.0,8.0,,,,,,,,,,otsego county,"otsego county,NY",05000US36077
Poughkeepsie City Police Dept,NY,12,32967.0,342.0,3,12.0,87,240,986.0,247,690.0,49.0,1037.4,9.1,36.4,263.9,728.0,2990.9,749.2,2093.0,148.6,poughkeepsie city,"poughkeepsie city,NY",16000US3659641
Putnam County Sheriff Office,NY,12,,20.0,0,5.0,4,11,321.0,74,238.0,9.0,,,,,,,,,,putnam county,"putnam county,NY",05000US36079
Rensselaer County Sheriff Department,NY,12,,37.0,0,3.0,2,32,200.0,70,126.0,4.0,,,,,,,,,,rensselaer county,"rensselaer county,NY",05000US36083
Rome City Police Dept,NY,12,33842.0,46.0,0,8.0,21,17,468.0,133,310.0,25.0,135.9,0.0,23.6,62.1,50.2,1382.9,393.0,916.0,73.9,rome city,"rome city,NY",16000US3663418
Saratoga County Sheriff Department,NY,12,,43.0,1,1.0,3,38,1302.0,245,1041.0,16.0,,,,,,,,,,saratoga county,"saratoga county,NY",05000US36091
Schenectady Police Dept,NY,12,66631.0,626.0,7,32.0,199,388,2828.0,810,1876.0,142.0,939.5,10.5,48.0,298.7,582.3,4244.3,1215.7,2815.5,213.1,schenectady,"schenectady,NY",05000US36093
Schoharie County Sheriff Department,NY,12,,0.0,0,0.0,0,0,49.0,15,32.0,2.0,,,,,,,,,,schoharie county,"schoharie county,NY",05000US36095
St. Lawrence County Sheriff Department,NY,12,,13.0,0,0.0,0,13,68.0,7,57.0,4.0,,,,,,,,,,st. lawrence county,"st. lawrence county,NY",05000US36089
Steuben County Sheriff Department,NY,12,,18.0,0,7.0,0,11,270.0,51,211.0,8.0,,,,,,,,,,steuben county,"steuben county,NY",05000US36101
Suffolk County Police Department,NY,12,,1790.0,23,42.0,681,1044,22431.0,3699,17686.0,1046.0,,,,,,,,,,suffolk county,"suffolk county,NY",05000US36103
Sullivan County Sheriff Office,NY,12,,27.0,0,2.0,5,20,564.0,165,392.0,7.0,,,,,,,,,,sullivan county,"sullivan county,NY",05000US36105
Tioga County Sheriff Department,NY,12,,15.0,0,0.0,0,15,195.0,60,131.0,4.0,,,,,,,,,,tioga county,"tioga county,NY",05000US36107
Ulster County Sheriff Office,NY,12,,32.0,0,1.0,2,29,331.0,81,245.0,5.0,,,,,,,,,,ulster county,"ulster county,NY",05000US36111
Warren County Sheriff Department,NY,12,,66.0,0,8.0,7,51,730.0,102,616.0,12.0,,,,,,,,,,warren county,"warren county,NY",05000US36113
Washington County Sheriff Department,NY,12,,26.0,0,6.0,2,18,388.0,101,275.0,12.0,,,,,,,,,,washington county,"washington county,NY",05000US36115
Wayne County Sheriff Department,NY,12,,42.0,1,5.0,8,28,452.0,132,310.0,10.0,,,,,,,,,,wayne county,"wayne county,NY",05000US36117
Wyoming County Sheriff Office,NY,12,,20.0,0,3.0,4,13,259.0,42,207.0,10.0,,,,,,,,,,wyoming county,"wyoming county,NY",05000US36121
Alamance County Sheriff Department,NC,12,,116.0,1,7.0,8,100,1033.0,429,526.0,78.0,,,,,,,,,,alamance county,"alamance county,NC",05000US37001
Alexander County Sheriff Department,NC,12,,36.0,1,6.0,6,23,803.0,335,425.0,43.0,,,,,,,,,,alexander county,"alexander county,NC",05000US37003
Beaufort County Sheriff Office,NC,12,,73.0,0,4.0,10,59,745.0,323,396.0,26.0,,,,,,,,,,beaufort county,"beaufort county,NC",05000US37013
Bladen County Sheriff Department,NC,12,,100.0,2,1.0,14,83,1102.0,362,707.0,33.0,,,,,,,,,,bladen county,"bladen county,NC",05000US37017
Brunswick County Sheriff Department,NC,12,,108.0,1,20.0,17,70,1825.0,684,1052.0,89.0,,,,,,,,,,brunswick county,"brunswick county,NC",05000US37019
Buncombe County Sheriff Department,NC,12,,144.0,4,18.0,34,88,1954.0,812,960.0,182.0,,,,,,,,,,buncombe county,"buncombe county,NC",05000US37021
Burke County Sheriff Department,NC,12,,100.0,2,3.0,22,73,1644.0,741,833.0,70.0,,,,,,,,,,burke county,"burke county,NC",05000US37023
Cabarrus County Sheriff Office,NC,12,,39.0,3,7.0,9,20,910.0,343,536.0,31.0,,,,,,,,,,cabarrus county,"cabarrus county,NC",05000US37025
Caldwell County Sheriff Department,NC,12,,61.0,2,7.0,10,42,1553.0,541,929.0,83.0,,,,,,,,,,caldwell county,"caldwell county,NC",05000US37027
Carteret County Sheriff Office,NC,12,,87.0,3,20.0,6,58,774.0,246,480.0,48.0,,,,,,,,,,carteret county,"carteret county,NC",05000US37031
Catawba County Sheriff Department,NC,12,,132.0,9,7.0,22,94,1803.0,737,991.0,75.0,,,,,,,,,,catawba county,"catawba county,NC",05000US37035
Chatham County Sheriff Department,NC,12,,68.0,1,8.0,7,52,781.0,367,383.0,31.0,,,,,,,,,,chatham county,"chatham county,NC",05000US37037
Cleveland County Sheriff Department,NC,12,,45.0,1,8.0,14,22,1283.0,512,735.0,36.0,,,,,,,,,,cleveland county,"cleveland county,NC",05000US37045
Columbus County Sheriff Department,NC,12,,131.0,3,14.0,32,82,1498.0,723,685.0,90.0,,,,,,,,,,columbus county,"columbus county,NC",05000US37047
Craven County Sheriff Department,NC,12,,116.0,0,8.0,19,89,1540.0,832,630.0,78.0,,,,,,,,,,craven county,"craven county,NC",05000US37049
Cumberland County Sheriff Office,NC,12,,505.0,7,15.0,123,360,4197.0,1714,2283.0,200.0,,,,,,,,,,cumberland county,"cumberland county,NC",05000US37051
Davie County Sheriff Department,NC,12,,67.0,1,6.0,8,52,728.0,268,432.0,28.0,,,,,,,,,,davie county,"davie county,NC",05000US37059
Duplin County Sheriff Office,NC,12,,150.0,7,10.0,16,117,990.0,476,468.0,46.0,,,,,,,,,,duplin county,"duplin county,NC",05000US37061
Edgecombe County Sheriff Department,NC,12,,55.0,0,6.0,11,38,602.0,295,272.0,35.0,,,,,,,,,,edgecombe county,"edgecombe county,NC",05000US37065
Forsyth County Sheriff Department,NC,12,,258.0,2,13.0,27,216,2334.0,679,1565.0,90.0,,,,,,,,,,forsyth county,"forsyth county,NC",05000US37067
Franklin County Sheriff Department,NC,12,,110.0,0,8.0,10,92,957.0,348,542.0,67.0,,,,,,,,,,franklin county,"franklin county,NC",05000US37069
Gaston County Police Department,NC,12,,193.0,2,13.0,17,161,1308.0,567,615.0,126.0,,,,,,,,,,gaston county,"gaston county,NC",05000US37071
Granville County Sheriff Department,NC,12,,77.0,0,1.0,10,66,896.0,421,436.0,39.0,,,,,,,,,,granville county,"granville county,NC",05000US37077
Guilford County Sheriff Office,NC,12,,131.0,2,4.0,13,112,1580.0,608,885.0,87.0,,,,,,,,,,guilford county,"guilford county,NC",05000US37081
Halifax County Sheriff Office,NC,12,,115.0,5,12.0,11,87,859.0,396,416.0,47.0,,,,,,,,,,halifax county,"halifax county,NC",05000US37083
Harnett County Sheriff Office,NC,12,,259.0,3,16.0,42,198,2654.0,1099,1419.0,136.0,,,,,,,,,,harnett county,"harnett county,NC",05000US37085
Haywood County Sheriff Department,NC,12,,89.0,1,6.0,7,75,969.0,428,490.0,51.0,,,,,,,,,,haywood county,"haywood county,NC",05000US37087
Hoke County Sheriff Department,NC,10,,13.0,0,0.0,11,2,525.0,366,153.0,6.0,,,,,,,,,,hoke county,"hoke county,NC",05000US37093
Iredell County Sheriff Department,NC,12,,164.0,0,8.0,14,142,1965.0,771,1083.0,111.0,,,,,,,,,,iredell county,"iredell county,NC",05000US37097
Jackson County Sheriff Department,NC,12,,78.0,0,7.0,10,61,728.0,420,283.0,25.0,,,,,,,,,,jackson county,"jackson county,NC",05000US37099
Johnston County Sheriff Department,NC,12,,121.0,0,21.0,11,89,2228.0,895,1238.0,95.0,,,,,,,,,,johnston county,"johnston county,NC",05000US37101
Lee County Sheriff Office,NC,12,,23.0,1,4.0,1,17,648.0,211,383.0,54.0,,,,,,,,,,lee county,"lee county,NC",05000US37105
Lenoir County Sheriff Department,NC,12,,103.0,0,5.0,22,76,970.0,418,523.0,29.0,,,,,,,,,,lenoir county,"lenoir county,NC",05000US37107
Lincoln County Sheriff Department,NC,12,,67.0,0,6.0,5,56,1462.0,544,883.0,35.0,,,,,,,,,,lincoln county,"lincoln county,NC",05000US37109
Macon County Sheriff Office,NC,12,,16.0,1,2.0,1,12,398.0,146,234.0,18.0,,,,,,,,,,macon county,"macon county,NC",05000US37113
Mcdowell County Sheriff Department,NC,12,,45.0,0,6.0,4,35,768.0,293,428.0,47.0,,,,,,,,,,mcdowell county,"mcdowell county,NC",05000US37111
Moore County Sheriff Office,NC,12,,56.0,5,4.0,7,40,815.0,411,353.0,51.0,,,,,,,,,,moore county,"moore county,NC",05000US37125
Nash County Sheriff Department,NC,12,,49.0,4,5.0,5,35,642.0,322,267.0,53.0,,,,,,,,,,nash county,"nash county,NC",05000US37127
New Hanover County Sheriff Office,NC,12,,171.0,1,17.0,32,121,2181.0,603,1479.0,99.0,,,,,,,,,,new hanover county,"new hanover county,NC",05000US37129
Onslow County Sheriff Department,NC,12,,219.0,2,29.0,37,151,2911.0,848,1943.0,120.0,,,,,,,,,,onslow county,"onslow county,NC",05000US37133
Orange County Sheriff Department,NC,12,,38.0,3,3.0,11,21,586.0,341,218.0,27.0,,,,,,,,,,orange county,"orange county,NC",05000US37135
Pender County Sheriff Office,NC,12,,106.0,1,10.0,9,86,763.0,171,556.0,36.0,,,,,,,,,,pender county,"pender county,NC",05000US37141
Person County Sheriff Department,NC,12,,50.0,0,11.0,3,36,587.0,272,291.0,24.0,,,,,,,,,,person county,"person county,NC",05000US37145
Pitt County Sheriff Department,NC,12,,153.0,4,6.0,21,122,1238.0,461,729.0,48.0,,,,,,,,,,pitt county,"pitt county,NC",05000US37147
Randolph County Sheriff Department,NC,12,,131.0,8,16.0,19,88,2221.0,675,1457.0,89.0,,,,,,,,,,randolph county,"randolph county,NC",05000US37151
Richmond County Sheriff Office,NC,12,,135.0,7,16.0,21,91,1280.0,565,659.0,56.0,,,,,,,,,,richmond county,"richmond county,NC",05000US37153
Robeson County Sheriff Department,NC,12,,530.0,5,18.0,98,409,3580.0,1786,1616.0,178.0,,,,,,,,,,robeson county,"robeson county,NC",05000US37155
Rockingham County Sheriff Department,NC,12,,82.0,5,6.0,7,64,1345.0,630,653.0,62.0,,,,,,,,,,rockingham county,"rockingham county,NC",05000US37157
Rowan County Sheriff Office,NC,12,,140.0,2,9.0,14,115,1537.0,592,882.0,63.0,,,,,,,,,,rowan county,"rowan county,NC",05000US37159
Rutherford County Sheriff Office,NC,12,,79.0,1,4.0,7,67,1329.0,716,531.0,82.0,,,,,,,,,,rutherford county,"rutherford county,NC",05000US37161
Sampson County Sheriff Department,NC,12,,82.0,4,5.0,16,57,1393.0,772,544.0,77.0,,,,,,,,,,sampson county,"sampson county,NC",05000US37163
Stanly County Sheriff Department,NC,12,,22.0,0,3.0,3,16,522.0,224,281.0,17.0,,,,,,,,,,stanly county,"stanly county,NC",05000US37167
Stokes County Sheriff Department,NC,12,,135.0,2,5.0,1,127,1009.0,401,554.0,54.0,,,,,,,,,,stokes county,"stokes county,NC",05000US37169
Surry County Sheriff Office,NC,12,,143.0,6,11.0,16,110,1294.0,505,706.0,83.0,,,,,,,,,,surry county,"surry county,NC",05000US37171
Transylvania County Sheriff Department,NC,12,,28.0,0,4.0,1,23,301.0,143,141.0,17.0,,,,,,,,,,transylvania county,"transylvania county,NC",05000US37175
Union County Sheriff Office,NC,12,,234.0,6,14.0,32,182,2226.0,667,1456.0,103.0,,,,,,,,,,union county,"union county,NC",05000US37179
Vance County Sheriff Department,NC,12,,53.0,3,4.0,22,24,1292.0,613,597.0,82.0,,,,,,,,,,vance county,"vance county,NC",05000US37181
Wake County Sheriff Department,NC,12,,170.0,2,23.0,27,118,2462.0,1000,1276.0,186.0,,,,,,,,,,wake county,"wake county,NC",05000US37183
Watauga County Sheriff Department,NC,12,,32.0,1,0.0,0,31,364.0,77,272.0,15.0,,,,,,,,,,watauga county,"watauga county,NC",05000US37189
Wayne County Sheriff Office,NC,12,,155.0,7,5.0,20,123,2101.0,876,1094.0,131.0,,,,,,,,,,wayne county,"wayne county,NC",05000US37191
Wilkes County Sheriff Department,NC,12,,122.0,2,3.0,15,102,1360.0,565,734.0,61.0,,,,,,,,,,wilkes county,"wilkes county,NC",05000US37193
Yadkin County Sheriff Department,NC,12,,87.0,1,5.0,3,78,732.0,300,405.0,27.0,,,,,,,,,,yadkin county,"yadkin county,NC",05000US37197
Akron City Police Dept,OH,12,198390.0,1759.0,24,167.0,577,991,10034.0,3429,5884.0,721.0,886.6,12.1,84.2,290.8,499.5,5057.7,1728.4,2965.9,363.4,akron city,"akron city,OH",16000US3901000
Ashtabula County Sheriff Office,OH,12,,65.0,2,10.0,10,43,1346.0,369,921.0,56.0,,,,,,,,,,ashtabula county,"ashtabula county,OH",05000US39007
Athens City Police Dept,OH,12,23834.0,15.0,0,1.0,8,6,454.0,89,359.0,6.0,62.9,0.0,4.2,33.6,25.2,1904.8,373.4,1506.3,25.2,athens city,"athens city,OH",16000US3902736
Athens County Sheriff Office,OH,12,,19.0,0,5.0,6,8,641.0,206,419.0,16.0,,,,,,,,,,athens county,"athens county,OH",05000US39009
Belmont County Sheriff Office,OH,12,,21.0,0,4.0,3,14,642.0,188,418.0,36.0,,,,,,,,,,belmont county,"belmont county,OH",05000US39013
Brown County Sheriff Office,OH,12,,2.0,0,0.0,1,1,198.0,72,122.0,4.0,,,,,,,,,,brown county,"brown county,OH",05000US39015
Butler County Sheriff Office,OH,12,,314.0,1,6.0,11,296,990.0,308,679.0,3.0,,,,,,,,,,butler county,"butler county,OH",05000US39017
Clark County Sheriff Department,OH,12,,28.0,0,7.0,2,19,1118.0,280,803.0,35.0,,,,,,,,,,clark county,"clark county,OH",05000US39023
Clermont County Sheriff Office,OH,12,,64.0,0,11.0,3,50,1773.0,686,1041.0,46.0,,,,,,,,,,clermont county,"clermont county,OH",05000US39025
Cleveland,OH,12,393781.0,5449.0,84,363.0,3252,1750,24309.0,9740,10808.0,3761.0,1383.8,21.3,92.2,825.8,444.4,6173.2,2473.5,2744.7,955.1,cleveland,"cleveland,OH",16000US3916014
Columbiana County Sheriff Office,OH,12,,14.0,1,1.0,1,11,79.0,61,15.0,3.0,,,,,,,,,,columbiana county,"columbiana county,OH",05000US39029
Coshocton County Sheriff Department,OH,12,,19.0,0,0.0,5,14,895.0,294,590.0,11.0,,,,,,,,,,coshocton county,"coshocton county,OH",05000US39031
Cuyahoga Falls City Police Dept,OH,12,49470.0,65.0,0,17.0,13,35,1274.0,230,984.0,60.0,131.4,0.0,34.4,26.3,70.7,2575.3,464.9,1989.1,121.3,cuyahoga falls city,"cuyahoga falls city,OH",16000US3919778
Darke County Sheriff Department,OH,12,,13.0,0,2.0,3,8,461.0,151,293.0,17.0,,,,,,,,,,darke county,"darke county,OH",05000US39037
Delaware City Police Dept,OH,12,35539.0,53.0,0,17.0,23,13,1062.0,189,834.0,39.0,149.1,0.0,47.8,64.7,36.6,2988.3,531.8,2346.7,109.7,delaware city,"delaware city,OH",16000US3921434
Delaware County Sheriff Office,OH,12,,25.0,1,8.0,3,13,1184.0,375,796.0,13.0,,,,,,,,,,delaware county,"delaware county,OH",05000US39041
Fairfield City Police Dept,OH,12,42727.0,146.0,4,7.0,28,107,1338.0,194,1102.0,42.0,341.7,9.4,16.4,65.5,250.4,3131.5,454.0,2579.2,98.3,fairfield city,"fairfield city,OH",16000US3925970
Fairfield County Sheriff Office,OH,12,,26.0,0,9.0,10,7,928.0,222,684.0,22.0,,,,,,,,,,fairfield county,"fairfield county,OH",05000US39045
Franklin County Sheriff Department,OH,12,,120.0,2,6.0,61,51,1419.0,410,925.0,84.0,,,,,,,,,,franklin county,"franklin county,OH",05000US39049
Gallia County Sheriff Office,OH,12,,17.0,2,3.0,7,5,610.0,248,345.0,17.0,,,,,,,,,,gallia county,"gallia county,OH",05000US39053
Geauga County Sheriff Department,OH,12,,18.0,0,5.0,4,9,325.0,105,209.0,11.0,,,,,,,,,,geauga county,"geauga county,OH",05000US39055
Greene County Sheriff Department,OH,12,,25.0,1,12.0,4,8,477.0,181,267.0,29.0,,,,,,,,,,greene county,"greene county,OH",05000US39057
Guernsey County Sheriff Department,OH,12,,6.0,2,1.0,3,0,189.0,73,107.0,9.0,,,,,,,,,,guernsey county,"guernsey county,OH",05000US39059
Hamilton City Police Dept,OH,12,62791.0,372.0,3,89.0,157,123,4713.0,1289,3218.0,206.0,592.4,4.8,141.7,250.0,195.9,7505.9,2052.8,5124.9,328.1,hamilton city,"hamilton city,OH",16000US3933012
Hamilton County Sheriff Department,OH,12,,275.0,4,54.0,136,81,5771.0,1168,4342.0,261.0,,,,,,,,,,hamilton county,"hamilton county,OH",05000US39061
Hancock County Sheriff Office,OH,12,,4.0,0,1.0,0,3,248.0,90,151.0,7.0,,,,,,,,,,hancock county,"hancock county,OH",05000US39063
Highland County Sheriff Department,OH,12,,44.0,0,3.0,0,41,614.0,227,354.0,33.0,,,,,,,,,,highland county,"highland county,OH",05000US39071
