Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Robinson Police Dept,TX,12,10840.0,9.0,1,1.0,2,5,191.0,24,159.0,8.0,83.0,9.2,9.2,18.5,46.1,1762.0,221.4,1466.8,73.8,robinson,"robinson,TX",04000US48
Robstown Police Dept,TX,12,11764.0,21.0,0,1.0,8,12,425.0,119,289.0,17.0,178.5,0.0,8.5,68.0,102.0,3612.7,1011.6,2456.6,144.5,robstown,"robstown,TX",04000US48
Rockwall Police Dept,TX,12,39613.0,42.0,1,2.0,4,35,858.0,127,686.0,45.0,106.0,2.5,5.0,10.1,88.4,2166.0,320.6,1731.8,113.6,rockwall,"rockwall,TX",05000US48397
Roma Police Dept,TX,12,10034.0,17.0,0,4.0,0,13,151.0,55,82.0,14.0,169.4,0.0,39.9,0.0,129.6,1504.9,548.1,817.2,139.5,roma,"roma,TX",
Rosenberg Police Dept,TX,12,32230.0,81.0,0,15.0,19,47,638.0,143,468.0,27.0,251.3,0.0,46.5,59.0,145.8,1979.5,443.7,1452.1,83.8,rosenberg,"rosenberg,TX",04000US48
Round Rock Police Dept,TX,12,106232.0,141.0,0,32.0,45,64,2636.0,336,2222.0,78.0,132.7,0.0,30.1,42.4,60.2,2481.4,316.3,2091.6,73.4,round rock,"round rock,TX",04000US48
Rowlett Police Dept,TX,12,58324.0,71.0,0,17.0,9,45,1007.0,221,742.0,44.0,121.7,0.0,29.1,15.4,77.2,1726.6,378.9,1272.2,75.4,rowlett,"rowlett,TX",04000US48
Rusk County Sheriff Department,TX,12,,102.0,0,6.0,8,88,689.0,254,388.0,47.0,,,,,,,,,,rusk county,"rusk county,TX",05000US48401
Sachse City Police Dept,TX,12,21172.0,23.0,1,8.0,2,12,198.0,36,152.0,10.0,108.6,4.7,37.8,9.4,56.7,935.2,170.0,717.9,47.2,sachse city,"sachse city,TX",16000US4864064
Saginaw Police Dept,TX,12,20561.0,35.0,0,3.0,8,24,510.0,80,399.0,31.0,170.2,0.0,14.6,38.9,116.7,2480.4,389.1,1940.6,150.8,saginaw,"saginaw,TX",04000US48
San Angelo Police Dept,TX,12,95960.0,269.0,4,43.0,35,187,2994.0,654,2220.0,120.0,280.3,4.2,44.8,36.5,194.9,3120.1,681.5,2313.5,125.1,san angelo,"san angelo,TX",04000US48
San Antonio Police Dept,TX,12,1380123.0,6943.0,89,549.0,1864,4441,82668.0,15668,60633.0,6367.0,503.1,6.4,39.8,135.1,321.8,5989.9,1135.3,4393.3,461.3,san antonio,"san antonio,TX",04000US48
San Benito Police Dept,TX,12,25099.0,71.0,1,0.0,19,51,1328.0,363,935.0,30.0,282.9,4.0,0.0,75.7,203.2,5291.0,1446.3,3725.2,119.5,san benito,"san benito,TX",04000US48
San Jacinto County Sheriff Department,TX,12,,66.0,0,1.0,8,57,718.0,274,355.0,89.0,,,,,,,,,,san jacinto county,"san jacinto county,TX",05000US48407
San Juan Police Dept,TX,12,35394.0,201.0,2,31.0,16,152,1224.0,219,938.0,67.0,567.9,5.7,87.6,45.2,429.5,3458.2,618.7,2650.2,189.3,san juan,"san juan,TX",04000US48
San Marcos Police Dept,TX,12,47384.0,164.0,1,27.0,28,108,1557.0,253,1197.0,107.0,346.1,2.1,57.0,59.1,227.9,3285.9,533.9,2526.2,225.8,san marcos,"san marcos,TX",04000US48
Santa Fe City Police Dept,TX,12,12597.0,22.0,1,3.0,3,15,243.0,84,148.0,11.0,174.6,7.9,23.8,23.8,119.1,1929.0,666.8,1174.9,87.3,santa fe city,"santa fe city,TX",
Schertz Police Dept,TX,12,32964.0,64.0,0,8.0,4,52,642.0,100,504.0,38.0,194.2,0.0,24.3,12.1,157.7,1947.6,303.4,1528.9,115.3,schertz,"schertz,TX",04000US48
Seabrook Police Dept,TX,12,12395.0,8.0,0,0.0,5,3,207.0,41,150.0,16.0,64.5,0.0,0.0,40.3,24.2,1670.0,330.8,1210.2,129.1,seabrook,"seabrook,TX",04000US48
Seagoville Police Dept,TX,12,15320.0,15.0,2,0.0,6,7,635.0,114,435.0,86.0,97.9,13.1,0.0,39.2,45.7,4144.9,744.1,2839.4,561.4,seagoville,"seagoville,TX",04000US48
Seguin Police Dept,TX,12,26332.0,60.0,1,7.0,12,40,1146.0,205,916.0,25.0,227.9,3.8,26.6,45.6,151.9,4352.1,778.5,3478.7,94.9,seguin,"seguin,TX",04000US48
Sherman Police Dept,TX,12,39269.0,139.0,2,3.0,28,106,1542.0,372,1077.0,93.0,354.0,5.1,7.6,71.3,269.9,3926.8,947.3,2742.6,236.8,sherman,"sherman,TX",
Smith County Sheriff Department,TX,12,,264.0,2,37.0,18,207,1936.0,772,996.0,168.0,,,,,,,,,,smith county,"smith county,TX",05000US48423
Snyder Police Dept,TX,12,11368.0,51.0,1,7.0,4,39,313.0,90,213.0,10.0,448.6,8.8,61.6,35.2,343.1,2753.3,791.7,1873.7,88.0,snyder,"snyder,TX",04000US48
Socorro Police Dept,TX,12,33326.0,55.0,0,4.0,6,45,445.0,79,336.0,30.0,165.0,0.0,12.0,18.0,135.0,1335.3,237.1,1008.2,90.0,socorro,"socorro,TX",04000US48
South Houston Police Dept,TX,12,17614.0,90.0,1,9.0,30,50,848.0,222,488.0,138.0,511.0,5.7,51.1,170.3,283.9,4814.4,1260.4,2770.5,783.5,south houston,"south houston,TX",04000US48
Southlake Police Dept,TX,12,27596.0,10.0,1,0.0,5,4,485.0,73,409.0,3.0,36.2,3.6,0.0,18.1,14.5,1757.5,264.5,1482.1,10.9,southlake,"southlake,TX",04000US48
Stafford Police Dept,TX,12,18623.0,78.0,2,3.0,29,44,697.0,135,492.0,70.0,418.8,10.7,16.1,155.7,236.3,3742.7,724.9,2641.9,375.9,stafford,"stafford,TX",04000US48
Starr County Sheriff Department,TX,12,,101.0,2,5.0,4,90,341.0,157,155.0,29.0,,,,,,,,,,starr county,"starr county,TX",05000US48427
Stephenville Police Dept,TX,12,17511.0,33.0,0,7.0,3,23,620.0,114,485.0,21.0,188.5,0.0,40.0,17.1,131.3,3540.6,651.0,2769.7,119.9,stephenville,"stephenville,TX",04000US48
Sugar Land Police Dept,TX,12,82924.0,109.0,0,4.0,37,68,1541.0,289,1217.0,35.0,131.4,0.0,4.8,44.6,82.0,1858.3,348.5,1467.6,42.2,sugar land,"sugar land,TX",04000US48
Sulphur Springs Police Dept,TX,12,15774.0,39.0,0,0.0,3,36,211.0,47,149.0,15.0,247.2,0.0,0.0,19.0,228.2,1337.6,298.0,944.6,95.1,sulphur springs,"sulphur springs,TX",04000US48
Sweetwater Police Dept,TX,12,11107.0,121.0,0,27.0,9,85,445.0,118,309.0,18.0,1089.4,0.0,243.1,81.0,765.3,4006.5,1062.4,2782.0,162.1,sweetwater,"sweetwater,TX",04000US48
Tarrant County Sheriff Department,TX,12,,126.0,1,17.0,12,96,1246.0,411,746.0,89.0,,,,,,,,,,tarrant county,"tarrant county,TX",05000US48439
Taylor Police Dept,TX,12,16240.0,23.0,0,2.0,10,11,447.0,91,348.0,8.0,141.6,0.0,12.3,61.6,67.7,2752.5,560.3,2142.9,49.3,taylor,"taylor,TX",
Temple Police Dept,TX,12,68194.0,202.0,1,22.0,74,105,2056.0,534,1433.0,89.0,296.2,1.5,32.3,108.5,154.0,3014.9,783.1,2101.4,130.5,temple,"temple,TX",04000US48
Terrell Police Dept,TX,12,16353.0,64.0,1,7.0,15,41,685.0,168,483.0,34.0,391.4,6.1,42.8,91.7,250.7,4188.8,1027.3,2953.6,207.9,terrell,"terrell,TX",
Texarkana Police Dept,TX,12,37048.0,392.0,5,16.0,71,300,2506.0,616,1761.0,129.0,1058.1,13.5,43.2,191.6,809.8,6764.2,1662.7,4753.3,348.2,texarkana,"texarkana,TX",04000US48
Texas City Police Dept,TX,12,46448.0,148.0,2,11.0,51,84,1700.0,355,1278.0,67.0,318.6,4.3,23.7,109.8,180.8,3660.0,764.3,2751.5,144.2,texas city,"texas city,TX",04000US48
The Colony City Police Dept,TX,12,38217.0,38.0,0,6.0,9,23,554.0,115,394.0,45.0,99.4,0.0,15.7,23.5,60.2,1449.6,300.9,1031.0,117.7,the colony city,"the colony city,TX",16000US4872530
Tomball Police Dept,TX,12,11143.0,36.0,0,10.0,5,21,463.0,84,360.0,19.0,323.1,0.0,89.7,44.9,188.5,4155.1,753.8,3230.7,170.5,tomball,"tomball,TX",04000US48
Travis County Sheriff Department,TX,12,,448.0,1,15.0,36,396,3182.0,966,2073.0,143.0,,,,,,,,,,travis county,"travis county,TX",05000US48453
Tyler Police Dept,TX,12,100040.0,537.0,4,45.0,92,396,4506.0,1025,3350.0,131.0,536.8,4.0,45.0,92.0,395.8,4504.2,1024.6,3348.7,130.9,tyler,"tyler,TX",05000US48457
Universal City Police Dept,TX,12,19271.0,70.0,0,1.0,13,56,458.0,90,326.0,42.0,363.2,0.0,5.2,67.5,290.6,2376.6,467.0,1691.7,217.9,universal city,"universal city,TX",04000US48
City Of University Park Police Dept,TX,12,23842.0,11.0,0,2.0,5,4,433.0,61,359.0,13.0,46.1,0.0,8.4,21.0,16.8,1816.1,255.9,1505.7,54.5,city of university park,"city of university park,TX",04000US48
Upshur County Sheriff Office,TX,12,,65.0,0,5.0,1,59,682.0,274,365.0,43.0,,,,,,,,,,upshur county,"upshur county,TX",05000US48459
Uvalde Police Dept,TX,12,16065.0,75.0,1,7.0,3,64,648.0,130,501.0,17.0,466.9,6.2,43.6,18.7,398.4,4033.6,809.2,3118.6,105.8,uvalde,"uvalde,TX",
Van Zandt County Sheriff Department,TX,12,,75.0,4,0.0,5,66,706.0,267,352.0,87.0,,,,,,,,,,van zandt county,"van zandt county,TX",05000US48467
Vernon Police Dept,TX,12,11060.0,55.0,1,14.0,1,39,324.0,72,237.0,15.0,497.3,9.0,126.6,9.0,352.6,2929.5,651.0,2142.9,135.6,vernon,"vernon,TX",04000US48
Victoria Police Dept,TX,12,64076.0,405.0,5,31.0,47,322,2584.0,594,1887.0,103.0,632.1,7.8,48.4,73.4,502.5,4032.7,927.0,2944.9,160.7,victoria,"victoria,TX",
Vidor Police Dept,TX,12,10974.0,38.0,1,1.0,3,33,484.0,97,340.0,47.0,346.3,9.1,9.1,27.3,300.7,4410.4,883.9,3098.2,428.3,vidor,"vidor,TX",04000US48
City Of Waco Police Dept,TX,12,128595.0,635.0,6,63.0,182,384,5844.0,1550,4139.0,155.0,493.8,4.7,49.0,141.5,298.6,4544.5,1205.3,3218.6,120.5,city of waco,"city of waco,TX",04000US48
Walker County Sheriff Department,TX,12,,68.0,0,17.0,2,49,389.0,171,197.0,21.0,,,,,,,,,,walker county,"walker county,TX",05000US48471
Waller County Sheriff Department,TX,12,,30.0,2,5.0,2,21,255.0,98,148.0,9.0,,,,,,,,,,waller county,"waller county,TX",05000US48473
Watauga Police Dept,TX,12,24390.0,46.0,0,6.0,11,29,518.0,110,385.0,23.0,188.6,0.0,24.6,45.1,118.9,2123.8,451.0,1578.5,94.3,watauga,"watauga,TX",04000US48
Waxahachie Police Dept,TX,12,30676.0,45.0,0,0.0,14,31,1176.0,173,972.0,31.0,146.7,0.0,0.0,45.6,101.1,3833.6,564.0,3168.6,101.1,waxahachie,"waxahachie,TX",04000US48
Weatherford Police Dept,TX,12,25940.0,35.0,0,0.0,8,27,751.0,126,610.0,15.0,134.9,0.0,0.0,30.8,104.1,2895.1,485.7,2351.6,57.8,weatherford,"weatherford,TX",04000US48
Webster Police Dept,TX,12,10780.0,43.0,0,10.0,21,12,669.0,77,553.0,39.0,398.9,0.0,92.8,194.8,111.3,6205.9,714.3,5129.9,361.8,webster,"webster,TX",04000US48
Weslaco Police Dept,TX,12,37271.0,410.0,1,25.0,60,324,2814.0,433,2288.0,93.0,1100.1,2.7,67.1,161.0,869.3,7550.1,1161.8,6138.8,249.5,weslaco,"weslaco,TX",04000US48
West University Place Police Dept,TX,12,15335.0,13.0,0,0.0,11,2,209.0,127,73.0,9.0,84.8,0.0,0.0,71.7,13.0,1362.9,828.2,476.0,58.7,west university place,"west university place,TX",04000US48
White Settlement Police Dept,TX,12,16716.0,30.0,0,0.0,16,14,434.0,123,277.0,34.0,179.5,0.0,0.0,95.7,83.8,2596.3,735.8,1657.1,203.4,white settlement,"white settlement,TX",04000US48
Wichita Falls Police Dept,TX,12,105488.0,475.0,5,36.0,150,284,5021.0,1259,3532.0,230.0,450.3,4.7,34.1,142.2,269.2,4759.8,1193.5,3348.2,218.0,wichita falls,"wichita falls,TX",04000US48
Williamson County Sheriff Department,TX,12,,114.0,2,23.0,9,80,1147.0,292,819.0,36.0,,,,,,,,,,williamson county,"williamson county,TX",05000US48491
Wilson County Sheriff Department,TX,12,,28.0,3,4.0,1,20,284.0,105,151.0,28.0,,,,,,,,,,wilson county,"wilson county,TX",05000US48493
Wise County Sheriff Department,TX,12,,64.0,1,3.0,6,54,542.0,193,304.0,45.0,,,,,,,,,,wise county,"wise county,TX",05000US48497
Wood County Sheriff Office,TX,12,,28.0,1,2.0,2,23,565.0,202,334.0,29.0,,,,,,,,,,wood county,"wood county,TX",05000US48499
Wylie Police Dept,TX,12,43645.0,28.0,2,1.0,3,22,613.0,100,485.0,28.0,64.2,4.6,2.3,6.9,50.4,1404.5,229.1,1111.2,64.2,wylie,"wylie,TX",04000US48
American Fork Police Dept,UT,12,37549.0,34.0,0,5.0,6,23,819.0,117,672.0,30.0,90.5,0.0,13.3,16.0,61.3,2181.1,311.6,1789.7,79.9,american fork,"american fork,UT",04000US49
Bountiful Police Dept,UT,12,43888.0,37.0,1,17.0,2,17,940.0,143,748.0,49.0,84.3,2.3,38.7,4.6,38.7,2141.8,325.8,1704.3,111.6,bountiful,"bountiful,UT",04000US49
Brigham City Police Dept,UT,12,18255.0,56.0,0,7.0,4,45,668.0,95,554.0,19.0,306.8,0.0,38.3,21.9,246.5,3659.3,520.4,3034.8,104.1,brigham city,"brigham city,UT",04000US49
Cache County Sheriff Office,UT,12,,13.0,0,9.0,0,4,409.0,74,316.0,19.0,,,,,,,,,,cache county,"cache county,UT",05000US49005
Cedar City Police Dept,UT,12,29608.0,76.0,1,17.0,3,55,745.0,117,600.0,28.0,256.7,3.4,57.4,10.1,185.8,2516.2,395.2,2026.5,94.6,cedar city,"cedar city,UT",04000US49
Centerville Police Dept,UT,12,15807.0,5.0,0,2.0,0,3,488.0,58,411.0,19.0,31.6,0.0,12.7,0.0,19.0,3087.2,366.9,2600.1,120.2,centerville,"centerville,UT",04000US49
Clearfield Police Dept,UT,12,31032.0,51.0,0,9.0,6,36,735.0,92,626.0,17.0,164.3,0.0,29.0,19.3,116.0,2368.5,296.5,2017.3,54.8,clearfield,"clearfield,UT",04000US49
Clinton Police Dept,UT,12,21064.0,12.0,0,3.0,0,9,320.0,38,273.0,9.0,57.0,0.0,14.2,0.0,42.7,1519.2,180.4,1296.1,42.7,clinton,"clinton,UT",04000US49
Davis County Sheriff Office,UT,12,,16.0,0,5.0,0,11,208.0,48,154.0,6.0,,,,,,,,,,davis county,"davis county,UT",05000US49011
Draper,UT,12,43600.0,43.0,1,6.0,4,32,866.0,153,677.0,36.0,98.6,2.3,13.8,9.2,73.4,1986.2,350.9,1552.8,82.6,draper,"draper,UT",04000US49
Farmington Police Dept,UT,12,18836.0,6.0,0,3.0,0,3,283.0,7,257.0,19.0,31.9,0.0,15.9,0.0,15.9,1502.4,37.2,1364.4,100.9,farmington,"farmington,UT",04000US49
Heber City Police Dept,UT,12,11954.0,1.0,0,1.0,0,0,75.0,15,59.0,1.0,8.4,0.0,8.4,0.0,0.0,627.4,125.5,493.6,8.4,heber city,"heber city,UT",
Hurricane Police Dept,UT,12,14284.0,21.0,0,5.0,1,15,282.0,29,241.0,12.0,147.0,0.0,35.0,7.0,105.0,1974.2,203.0,1687.2,84.0,hurricane,"hurricane,UT",04000US49
Kaysville Police Dept,UT,12,28153.0,12.0,0,3.0,0,9,290.0,55,222.0,13.0,42.6,0.0,10.7,0.0,32.0,1030.1,195.4,788.5,46.2,kaysville,"kaysville,UT",04000US49
Layton Police Dept,UT,12,69420.0,84.0,0,33.0,7,44,1908.0,326,1513.0,69.0,121.0,0.0,47.5,10.1,63.4,2748.5,469.6,2179.5,99.4,layton,"layton,UT",04000US49
Lehi Police Dept,UT,12,49375.0,18.0,0,4.0,3,11,653.0,126,498.0,29.0,36.5,0.0,8.1,6.1,22.3,1322.5,255.2,1008.6,58.7,lehi,"lehi,UT",04000US49
Logan Police Dept,UT,12,49672.0,32.0,0,1.0,3,28,1047.0,206,805.0,36.0,64.4,0.0,2.0,6.0,56.4,2107.8,414.7,1620.6,72.5,logan,"logan,UT",04000US49
Alpine Police Dept,UT,12,26123.0,7.0,0,2.0,1,4,201.0,64,130.0,7.0,26.8,0.0,7.7,3.8,15.3,769.4,245.0,497.6,26.8,alpine,"alpine,UT",04000US49
Murray Police Dept,UT,12,48276.0,145.0,2,23.0,36,84,2348.0,362,1764.0,222.0,300.4,4.1,47.6,74.6,174.0,4863.7,749.9,3654.0,459.9,murray,"murray,UT",04000US49
North Ogden Police Dept,UT,12,17838.0,7.0,0,4.0,1,2,286.0,64,211.0,11.0,39.2,0.0,22.4,5.6,11.2,1603.3,358.8,1182.9,61.7,north ogden,"north ogden,UT",04000US49
North Logan Police Dept,UT,12,12496.0,11.0,0,8.0,0,3,275.0,66,203.0,6.0,88.0,0.0,64.0,0.0,24.0,2200.7,528.2,1624.5,48.0,north logan,"north logan,UT",04000US49
North Salt Lake Police Dept,UT,12,16831.0,24.0,0,9.0,4,11,477.0,58,383.0,36.0,142.6,0.0,53.5,23.8,65.4,2834.1,344.6,2275.6,213.9,north salt lake,"north salt lake,UT",04000US49
Ogden Police Dept,UT,12,85083.0,353.0,2,25.0,96,230,4001.0,734,3051.0,216.0,414.9,2.4,29.4,112.8,270.3,4702.5,862.7,3585.9,253.9,ogden,"ogden,UT",04000US49
Orem Police Dept,UT,12,91953.0,41.0,2,11.0,21,7,2168.0,203,1887.0,78.0,44.6,2.2,12.0,22.8,7.6,2357.7,220.8,2052.1,84.8,orem,"orem,UT",04000US49
Payson Police Dept,UT,12,19052.0,16.0,2,3.0,1,10,574.0,82,477.0,15.0,84.0,10.5,15.7,5.2,52.5,3012.8,430.4,2503.7,78.7,payson,"payson,UT",04000US49
Pleasant Grove Police Dept,UT,12,34900.0,10.0,0,1.0,2,7,516.0,68,427.0,21.0,28.7,0.0,2.9,5.7,20.1,1478.5,194.8,1223.5,60.2,pleasant grove,"pleasant grove,UT",04000US49
Provo Police Dept,UT,12,116879.0,149.0,0,36.0,19,94,2465.0,301,2051.0,113.0,127.5,0.0,30.8,16.3,80.4,2109.0,257.5,1754.8,96.7,provo,"provo,UT",04000US49
Roy Police Dept,UT,12,37900.0,43.0,1,24.0,7,11,772.0,113,636.0,23.0,113.5,2.6,63.3,18.5,29.0,2036.9,298.2,1678.1,60.7,roy,"roy,UT",04000US49
Salt Lake City Police Dept,UT,12,192465.0,1300.0,8,122.0,316,854,14357.0,1824,10827.0,1706.0,675.4,4.2,63.4,164.2,443.7,7459.5,947.7,5625.4,886.4,salt lake city,"salt lake city,UT",04000US49
Salt Lake County Sheriff Office,UT,12,,694.0,5,112.0,169,408,10118.0,1667,7617.0,834.0,,,,,,,,,,salt lake county,"salt lake county,UT",05000US49035
Sandy City Police Dept,UT,12,90405.0,147.0,2,24.0,35,86,2663.0,453,2068.0,142.0,162.6,2.2,26.5,38.7,95.1,2945.6,501.1,2287.5,157.1,sandy city,"sandy city,UT",16000US4967440
Santaquin Police Dept,UT,12,10934.0,0.0,0,0.0,0,0,145.0,33,110.0,2.0,0.0,0.0,0.0,0.0,0.0,1326.1,301.8,1006.0,18.3,santaquin,"santaquin,UT",04000US49
South Jordan Police Dept,UT,12,52071.0,23.0,0,4.0,10,9,1029.0,173,797.0,59.0,44.2,0.0,7.7,19.2,17.3,1976.1,332.2,1530.6,113.3,south jordan,"south jordan,UT",04000US49
South Ogden Police Dept,UT,12,16986.0,13.0,0,5.0,2,6,319.0,99,208.0,12.0,76.5,0.0,29.4,11.8,35.3,1878.0,582.8,1224.5,70.6,south ogden,"south ogden,UT",04000US49
South Salt Lake Police Dept,UT,12,24340.0,208.0,3,51.0,30,124,1574.0,241,1127.0,206.0,854.6,12.3,209.5,123.3,509.4,6466.7,990.1,4630.2,846.3,south salt lake,"south salt lake,UT",04000US49
Spanish Fork Police Dept,UT,12,36141.0,14.0,0,7.0,3,4,485.0,82,393.0,10.0,38.7,0.0,19.4,8.3,11.1,1342.0,226.9,1087.4,27.7,spanish fork,"spanish fork,UT",04000US49
Springville Police Dept,UT,12,30690.0,35.0,0,4.0,7,24,680.0,66,598.0,16.0,114.0,0.0,13.0,22.8,78.2,2215.7,215.1,1948.5,52.1,springville,"springville,UT",04000US49
St. George Police Dept,UT,12,75780.0,155.0,0,27.0,23,105,1561.0,307,1167.0,87.0,204.5,0.0,35.6,30.4,138.6,2059.9,405.1,1540.0,114.8,st. george,"st. george,UT",04000US49
Summit County Sheriff Office,UT,12,,34.0,0,5.0,3,26,483.0,65,399.0,19.0,,,,,,,,,,summit county,"summit county,UT",05000US49043
Syracuse Police Dept,UT,12,25090.0,10.0,0,5.0,0,5,226.0,27,195.0,4.0,39.9,0.0,19.9,0.0,19.9,900.8,107.6,777.2,15.9,syracuse,"syracuse,UT",04000US49
Tooele Police Dept,UT,12,32641.0,96.0,0,15.0,17,64,1396.0,214,1112.0,70.0,294.1,0.0,46.0,52.1,196.1,4276.8,655.6,3406.8,214.5,tooele,"tooele,UT",05000US49045
Utah County Sheriff Office,UT,12,,19.0,0,3.0,0,16,288.0,48,230.0,10.0,,,,,,,,,,utah county,"utah county,UT",05000US49049
Weber County Sheriff Department,UT,12,,40.0,0,6.0,5,29,923.0,179,698.0,46.0,,,,,,,,,,weber county,"weber county,UT",05000US49057
West Jordan Police Dept,UT,12,107103.0,199.0,2,24.0,33,140,2966.0,474,2264.0,228.0,185.8,1.9,22.4,30.8,130.7,2769.3,442.6,2113.9,212.9,west jordan,"west jordan,UT",04000US49
West Valley Police Dept,UT,12,133725.0,599.0,1,90.0,120,388,5569.0,940,3972.0,657.0,447.9,0.7,67.3,89.7,290.1,4164.5,702.9,2970.3,491.3,west valley,"west valley,UT",04000US49
Woods Cross Police Dept,UT,12,10066.0,13.0,0,7.0,1,5,242.0,68,155.0,19.0,129.1,0.0,69.5,9.9,49.7,2404.1,675.5,1539.8,188.8,woods cross,"woods cross,UT",04000US49
Bennington Police Dept,VT,12,15691.0,27.0,0,2.0,3,22,574.0,145,405.0,24.0,172.1,0.0,12.7,19.1,140.2,3658.1,924.1,2581.1,153.0,bennington,"bennington,VT",05000US50003
Brattleboro Police Dept,VT,12,11970.0,39.0,0,2.0,13,24,421.0,62,347.0,12.0,325.8,0.0,16.7,108.6,200.5,3517.1,518.0,2898.9,100.3,brattleboro,"brattleboro,VT",04000US50
Burlington Police Dept,VT,12,42616.0,100.0,0,19.0,14,67,1485.0,307,1178.0,0.0,234.7,0.0,44.6,32.9,157.2,3484.6,720.4,2764.2,0.0,burlington,"burlington,VT",04000US50
Colchester Police Dept,VT,12,17153.0,21.0,0,2.0,3,16,609.0,182,418.0,9.0,122.4,0.0,11.7,17.5,93.3,3550.4,1061.0,2436.9,52.5,colchester,"colchester,VT",04000US50
Essex Junction Police Dept,VT,12,19700.0,11.0,0,2.0,2,7,481.0,80,389.0,12.0,55.8,0.0,10.2,10.2,35.5,2441.6,406.1,1974.6,60.9,essex junction,"essex junction,VT",04000US50
Milton Police Dept,VT,12,10411.0,11.0,0,4.0,1,6,207.0,75,125.0,7.0,105.7,0.0,38.4,9.6,57.6,1988.3,720.4,1200.7,67.2,milton,"milton,VT",04000US50
Rutland Police Dept,VT,12,16388.0,61.0,0,3.0,12,46,1070.0,208,842.0,20.0,372.2,0.0,18.3,73.2,280.7,6529.2,1269.2,5137.9,122.0,rutland,"rutland,VT",05000US50021
South Burlington Police Dept,VT,12,18005.0,22.0,1,2.0,5,14,771.0,89,679.0,3.0,122.2,5.6,11.1,27.8,77.8,4282.1,494.3,3771.2,16.7,south burlington,"south burlington,VT",04000US50
Accomack County Sheriff Office,VA,12,,43.0,2,5.0,11,25,489.0,159,318.0,12.0,,,,,,,,,,accomack county,"accomack county,VA",05000US51001
Albemarle County Police Department,VA,12,,99.0,4,22.0,17,56,1469.0,232,1187.0,50.0,,,,,,,,,,albemarle county,"albemarle county,VA",05000US51003
Alexandria Police Dept,VA,12,145892.0,243.0,0,9.0,138,96,2990.0,281,2383.0,326.0,166.6,0.0,6.2,94.6,65.8,2049.5,192.6,1633.4,223.5,alexandria,"alexandria,VA",05000US51510
Amherst County Sheriff Office,VA,12,,15.0,0,7.0,1,7,504.0,125,365.0,14.0,,,,,,,,,,amherst county,"amherst county,VA",05000US51009
Arlington County Police Department,VA,12,,305.0,5,31.0,117,152,3855.0,286,3383.0,186.0,,,,,,,,,,arlington county,"arlington county,VA",05000US51013
Augusta County Sheriff Office,VA,12,,86.0,2,7.0,2,75,847.0,131,676.0,40.0,,,,,,,,,,augusta county,"augusta county,VA",05000US51015
Bedford County Sheriff Office,VA,12,,36.0,1,5.0,2,28,754.0,227,491.0,36.0,,,,,,,,,,bedford county,"bedford county,VA",05000US51019
Blacksburg Police Dept,VA,12,43070.0,39.0,0,12.0,11,16,475.0,80,377.0,18.0,90.6,0.0,27.9,25.5,37.1,1102.9,185.7,875.3,41.8,blacksburg,"blacksburg,VA",04000US51
Botetourt County Sheriff Office,VA,12,,25.0,0,3.0,1,21,285.0,74,202.0,9.0,,,,,,,,,,botetourt county,"botetourt county,VA",05000US51023
Bristol Police Dept,VA,12,17946.0,60.0,2,5.0,17,36,653.0,117,505.0,31.0,334.3,11.1,27.9,94.7,200.6,3638.7,652.0,2814.0,172.7,bristol,"bristol,VA",
Campbell County Sheriff Office,VA,12,,60.0,2,13.0,8,37,768.0,163,568.0,37.0,,,,,,,,,,campbell county,"campbell county,VA",05000US51031
Caroline County Sheriff Office,VA,12,,33.0,1,8.0,7,17,382.0,87,284.0,11.0,,,,,,,,,,caroline county,"caroline county,VA",05000US51033
Carroll County Sheriff Office,VA,12,,19.0,0,4.0,1,14,383.0,82,279.0,22.0,,,,,,,,,,carroll county,"carroll county,VA",05000US51035
Charlottesville Police Dept,VA,12,43991.0,198.0,2,17.0,50,129,1502.0,162,1246.0,94.0,450.1,4.5,38.6,113.7,293.2,3414.3,368.3,2832.4,213.7,charlottesville,"charlottesville,VA",05000US51540
Chesapeake Police Dept,VA,12,227531.0,839.0,12,36.0,202,589,6292.0,1034,4979.0,279.0,368.7,5.3,15.8,88.8,258.9,2765.3,454.4,2188.3,122.6,chesapeake,"chesapeake,VA",05000US51550
Chesterfield County Police Department,VA,12,,394.0,10,52.0,149,183,6869.0,1669,4914.0,286.0,,,,,,,,,,chesterfield county,"chesterfield county,VA",05000US51041
Christiansburg Police Dept,VA,12,21262.0,30.0,0,7.0,4,19,675.0,87,576.0,12.0,141.1,0.0,32.9,18.8,89.4,3174.7,409.2,2709.1,56.4,christiansburg,"christiansburg,VA",04000US51
Colonial Heights Police Dept,VA,12,17632.0,40.0,0,2.0,9,29,976.0,57,878.0,41.0,226.9,0.0,11.3,51.0,164.5,5535.4,323.3,4979.6,232.5,colonial heights,"colonial heights,VA",
Culpeper County Sheriff Office,VA,12,,25.0,0,5.0,1,19,308.0,67,216.0,25.0,,,,,,,,,,culpeper county,"culpeper county,VA",05000US51047
