Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Caldwell Police Dept,ID,12,47223.0,121.0,1,7.0,7,106,1151.0,266,837.0,48.0,256.2,2.1,14.8,14.8,224.5,2437.4,563.3,1772.4,101.6,caldwell,"caldwell,ID",16000US1612250
Canyon County Sheriff Department,ID,12,,92.0,1,14.0,5,72,583.0,247,294.0,42.0,,,,,,,,,,canyon county,"canyon county,ID",05000US16027
Coeur D'Alene Police Dept,ID,12,45267.0,260.0,0,26.0,14,220,1978.0,431,1395.0,152.0,574.4,0.0,57.4,30.9,486.0,4369.6,952.1,3081.7,335.8,coeur d'alene,"coeur d'alene,ID",16000US1616750
Idaho Falls Police Dept,ID,12,58037.0,139.0,0,26.0,13,100,1705.0,276,1361.0,68.0,239.5,0.0,44.8,22.4,172.3,2937.8,475.6,2345.1,117.2,idaho falls,"idaho falls,ID",16000US1639700
Kootenai County Sheriff Department,ID,12,,88.0,1,18.0,3,66,1409.0,472,871.0,66.0,,,,,,,,,,kootenai county,"kootenai county,ID",05000US16055
Lewiston Police Dept,ID,12,32337.0,55.0,0,7.0,10,38,1280.0,289,934.0,57.0,170.1,0.0,21.6,30.9,117.5,3958.3,893.7,2888.3,176.3,lewiston,"lewiston,ID",16000US1646540
Meridian Police Dept,ID,12,77270.0,92.0,0,13.0,9,70,1230.0,220,990.0,20.0,119.1,0.0,16.8,11.6,90.6,1591.8,284.7,1281.2,25.9,meridian,"meridian,ID",16000US1652120
Moscow Police Dept,ID,12,24243.0,32.0,0,3.0,4,25,671.0,91,558.0,22.0,132.0,0.0,12.4,16.5,103.1,2767.8,375.4,2301.7,90.7,moscow,"moscow,ID",16000US1654550
Nampa Police Dept,ID,12,83316.0,203.0,2,44.0,20,137,2180.0,510,1590.0,80.0,243.7,2.4,52.8,24.0,164.4,2616.5,612.1,1908.4,96.0,nampa,"nampa,ID",16000US1656260
Pocatello Police Dept,ID,12,55182.0,141.0,1,10.0,22,108,1502.0,262,1192.0,48.0,255.5,1.8,18.1,39.9,195.7,2721.9,474.8,2160.1,87.0,pocatello,"pocatello,ID",16000US1664090
Post Falls Police Dept,ID,12,28294.0,52.0,0,6.0,4,42,964.0,205,718.0,41.0,183.8,0.0,21.2,14.1,148.4,3407.1,724.5,2537.6,144.9,post falls,"post falls,ID",16000US1664810
Rexburg Police Dept,ID,12,25879.0,9.0,0,2.0,1,6,216.0,21,191.0,4.0,34.8,0.0,7.7,3.9,23.2,834.7,81.1,738.1,15.5,rexburg,"rexburg,ID",16000US1667420
Twin Falls Police Deparment,ID,12,44866.0,169.0,0,20.0,17,132,1264.0,207,1001.0,56.0,376.7,0.0,44.6,37.9,294.2,2817.3,461.4,2231.1,124.8,twin falls police deparment,"twin falls police deparment,ID",04001US16
Addison Police Dept,IL,12,37215.0,74.0,0,14.0,18,42,722.0,117,574.0,31.0,198.8,0.0,37.6,48.4,112.9,1940.1,314.4,1542.4,83.3,addison,"addison,IL",16000US1700243
Algonquin Police Dept,IL,12,30159.0,29.0,0,4.0,7,18,502.0,56,435.0,11.0,96.2,0.0,13.3,23.2,59.7,1664.5,185.7,1442.4,36.5,algonquin,"algonquin,IL",16000US1700685
Alton Police Dept,IL,12,27794.0,125.0,3,14.0,40,68,1230.0,326,861.0,43.0,449.7,10.8,50.4,143.9,244.7,4425.4,1172.9,3097.8,154.7,alton,"alton,IL",16000US1701114
Arlington Heights Police Dept,IL,12,75463.0,41.0,1,7.0,8,25,978.0,140,821.0,17.0,54.3,1.3,9.3,10.6,33.1,1296.0,185.5,1088.0,22.5,arlington heights,"arlington heights,IL",16000US1702154
Aurora Police Dept,IL,12,199765.0,563.0,0,65.0,125,373,3565.0,944,2495.0,126.0,281.8,0.0,32.5,62.6,186.7,1784.6,472.6,1249.0,63.1,aurora,"aurora,IL",16000US1703012
Bartlett Police Dept,IL,12,41477.0,31.0,0,4.0,9,18,317.0,29,278.0,10.0,74.7,0.0,9.6,21.7,43.4,764.3,69.9,670.3,24.1,bartlett,"bartlett,IL",16000US1704013
Batavia Police Dept,IL,12,26310.0,33.0,1,6.0,6,20,479.0,61,410.0,8.0,125.4,3.8,22.8,22.8,76.0,1820.6,231.9,1558.3,30.4,batavia,"batavia,IL",16000US1704078
Belleville Police Dept,IL,4,44536.0,63.0,0,15.0,8,40,540.0,133,384.0,23.0,,,,,,,,,,belleville,"belleville,IL",16000US1704845
Berwyn Police Dept,IL,12,56933.0,113.0,1,20.0,44,48,1431.0,435,892.0,104.0,198.5,1.8,35.1,77.3,84.3,2513.5,764.1,1566.8,182.7,berwyn,"berwyn,IL",16000US1705573
Bloomingdale Police Dept,IL,12,22177.0,13.0,0,3.0,6,4,656.0,46,601.0,9.0,58.6,0.0,13.5,27.1,18.0,2958.0,207.4,2710.0,40.6,bloomingdale,"bloomingdale,IL",16000US1706587
Bloomington Police Dept,IL,12,77107.0,372.0,1,42.0,45,284,1797.0,357,1396.0,44.0,482.4,1.3,54.5,58.4,368.3,2330.5,463.0,1810.5,57.1,bloomington,"bloomington,IL",16000US1706613
Blue Island Police Dept,IL,12,23820.0,89.0,3,2.0,51,33,535.0,161,285.0,89.0,373.6,12.6,8.4,214.1,138.5,2246.0,675.9,1196.5,373.6,blue island,"blue island,IL",16000US1706704
Bolingbrook Police Dept,IL,12,73836.0,180.0,1,16.0,50,113,1139.0,162,940.0,37.0,243.8,1.4,21.7,67.7,153.0,1542.6,219.4,1273.1,50.1,bolingbrook,"bolingbrook,IL",16000US1707133
Buffalo Grove Police Dept,IL,12,41687.0,5.0,0,0.0,3,2,372.0,37,333.0,2.0,12.0,0.0,0.0,7.2,4.8,892.4,88.8,798.8,4.8,buffalo grove,"buffalo grove,IL",16000US1709447
Burbank Police Dept,IL,12,29065.0,52.0,1,4.0,18,29,575.0,74,466.0,35.0,178.9,3.4,13.8,61.9,99.8,1978.3,254.6,1603.3,120.4,burbank,"burbank,IL",16000US1709642
Carbondale Police Dept,IL,12,25972.0,260.0,0,29.0,36,195,1092.0,246,798.0,48.0,1001.1,0.0,111.7,138.6,750.8,4204.5,947.2,3072.5,184.8,carbondale,"carbondale,IL",16000US1711163
Carol Stream Police Dept,IL,12,40008.0,36.0,0,3.0,6,27,480.0,70,395.0,15.0,90.0,0.0,7.5,15.0,67.5,1199.8,175.0,987.3,37.5,carol stream,"carol stream,IL",16000US1711332
Carpentersville Police Dept,IL,12,38080.0,31.0,1,2.0,11,17,533.0,136,390.0,7.0,81.4,2.6,5.3,28.9,44.6,1399.7,357.1,1024.2,18.4,carpentersville,"carpentersville,IL",16000US1711358
Champaign County Sheriff Office,IL,12,,100.0,1,27.0,5,67,715.0,238,460.0,17.0,,,,,,,,,,champaign county,"champaign county,IL",05000US17019
Champaign Police Dept,IL,12,81329.0,741.0,3,51.0,135,552,2700.0,722,1897.0,81.0,911.1,3.7,62.7,166.0,678.7,3319.8,887.8,2332.5,99.6,champaign,"champaign,IL",16000US1712385
Charleston Police Dept,IL,12,21862.0,50.0,0,7.0,3,40,127.0,35,86.0,6.0,228.7,0.0,32.0,13.7,183.0,580.9,160.1,393.4,27.4,charleston,"charleston,IL",16000US1712567
Chicago Police Dept,IL,12,2708382.0,,500,,13476,12272,112466.0,22748,72717.0,17001.0,,18.5,,497.6,453.1,4152.5,839.9,2684.9,627.7,chicago,"chicago,IL",16000US1714000
Chicago Heights Police Dept,IL,12,30422.0,252.0,3,26.0,115,108,1099.0,480,531.0,88.0,828.3,9.9,85.5,378.0,355.0,3612.5,1577.8,1745.4,289.3,chicago heights,"chicago heights,IL",16000US1714026
Cicero Police Dept,IL,12,84300.0,379.0,5,18.0,183,173,2221.0,711,1225.0,285.0,449.6,5.9,21.4,217.1,205.2,2634.6,843.4,1453.1,338.1,cicero,"cicero,IL",16000US1714351
Collinsville Police Dept,IL,12,25525.0,41.0,1,8.0,10,22,758.0,162,580.0,16.0,160.6,3.9,31.3,39.2,86.2,2969.6,634.7,2272.3,62.7,collinsville,"collinsville,IL",16000US1715599
Cook County Sheriff Department,IL,12,,267.0,1,27.0,40,199,1166.0,384,684.0,98.0,,,,,,,,,,cook county,"cook county,IL",05000US17031
Crest Hill Police Dept,IL,12,20953.0,33.0,1,1.0,9,22,378.0,90,257.0,31.0,157.5,4.8,4.8,43.0,105.0,1804.0,429.5,1226.6,148.0,crest hill,"crest hill,IL",16000US1717458
Crystal Lake Police Dept,IL,12,40785.0,62.0,0,7.0,10,45,804.0,61,727.0,16.0,152.0,0.0,17.2,24.5,110.3,1971.3,149.6,1782.5,39.2,crystal lake,"crystal lake,IL",16000US1717887
Danville Police Dept,IL,12,32997.0,328.0,3,42.0,80,203,1980.0,659,1247.0,74.0,994.0,9.1,127.3,242.4,615.2,6000.5,1997.2,3779.1,224.3,danville,"danville,IL",16000US1718563
Darien Police Dept,IL,12,22251.0,13.0,1,1.0,4,7,311.0,67,233.0,11.0,58.4,4.5,4.5,18.0,31.5,1397.7,301.1,1047.1,49.4,darien,"darien,IL",16000US1718628
Dekalb Police Dept,IL,12,43722.0,196.0,0,34.0,28,134,1304.0,209,1071.0,24.0,448.3,0.0,77.8,64.0,306.5,2982.5,478.0,2449.6,54.9,dekalb,"dekalb,IL",16000US1719161
Decatur Police Dept,IL,12,76131.0,352.0,6,26.0,106,214,2448.0,921,1445.0,82.0,462.4,7.9,34.2,139.2,281.1,3215.5,1209.8,1898.0,107.7,decatur,"decatur,IL",16000US1718823
Des Plaines Police Dept,IL,12,58644.0,65.0,0,4.0,13,48,941.0,137,757.0,47.0,110.8,0.0,6.8,22.2,81.8,1604.6,233.6,1290.8,80.1,des plaines,"des plaines,IL",16000US1719642
Dolton Police Dept,IL,12,23264.0,113.0,2,1.0,98,12,1426.0,330,972.0,124.0,485.7,8.6,4.3,421.3,51.6,6129.6,1418.5,4178.1,533.0,dolton,"dolton,IL",16000US1720292
Downers Grove Police Dept,IL,12,48185.0,29.0,0,4.0,12,13,994.0,157,819.0,18.0,60.2,0.0,8.3,24.9,27.0,2062.9,325.8,1699.7,37.4,downers grove,"downers grove,IL",16000US1720591
Dupage County Sheriff Department,IL,12,,73.0,0,3.0,16,54,1120.0,288,773.0,59.0,,,,,,,,,,dupage county,"dupage county,IL",05000US17043
East Peoria Police Dept,IL,12,23459.0,84.0,1,10.0,8,65,946.0,308,626.0,12.0,358.1,4.3,42.6,34.1,277.1,4032.6,1312.9,2668.5,51.2,east peoria,"east peoria,IL",16000US1722164
Edwardsville Police Dept,IL,12,24231.0,20.0,0,1.0,5,14,438.0,55,372.0,11.0,82.5,0.0,4.1,20.6,57.8,1807.6,227.0,1535.2,45.4,edwardsville,"edwardsville,IL",16000US1722697
Elgin Police Dept,IL,12,109155.0,257.0,2,67.0,76,112,1982.0,357,1546.0,79.0,235.4,1.8,61.4,69.6,102.6,1815.8,327.1,1416.3,72.4,elgin,"elgin,IL",16000US1723074
Elk Grove Village Police Dept,IL,12,33288.0,21.0,0,6.0,5,10,683.0,108,524.0,51.0,63.1,0.0,18.0,15.0,30.0,2051.8,324.4,1574.1,153.2,elk grove village,"elk grove village,IL",16000US1723256
Elmhurst Police Dept,IL,12,44460.0,32.0,0,5.0,16,11,622.0,112,483.0,27.0,72.0,0.0,11.2,36.0,24.7,1399.0,251.9,1086.4,60.7,elmhurst,"elmhurst,IL",16000US1723620
Elmwood Park Police Dept,IL,12,25005.0,29.0,0,0.0,9,20,448.0,78,323.0,47.0,116.0,0.0,0.0,36.0,80.0,1791.6,311.9,1291.7,188.0,elmwood park,"elmwood park,IL",16000US1723724
Evanston Police Dept,IL,12,74820.0,228.0,3,4.0,79,142,2054.0,421,1570.0,63.0,304.7,4.0,5.3,105.6,189.8,2745.3,562.7,2098.4,84.2,evanston,"evanston,IL",16000US1724582
Freeport Police Dept,IL,12,25571.0,37.0,2,5.0,14,16,940.0,221,712.0,7.0,144.7,7.8,19.6,54.7,62.6,3676.0,864.3,2784.4,27.4,freeport,"freeport,IL",16000US1727884
Galesburg Police Dept,IL,12,32208.0,123.0,2,18.0,14,89,1098.0,237,844.0,17.0,381.9,6.2,55.9,43.5,276.3,3409.1,735.8,2620.5,52.8,galesburg,"galesburg,IL",16000US1728326
Geneva Police Dept,IL,12,21717.0,2.0,0,0.0,0,2,266.0,40,223.0,3.0,9.2,0.0,0.0,0.0,9.2,1224.8,184.2,1026.8,13.8,geneva,"geneva,IL",16000US1728872
Glen Ellyn Police Dept,IL,12,27661.0,16.0,0,5.0,6,5,363.0,37,321.0,5.0,57.8,0.0,18.1,21.7,18.1,1312.3,133.8,1160.5,18.1,glen ellyn,"glen ellyn,IL",16000US1729756
Glendale Heights Police Dept,IL,12,34461.0,27.0,0,10.0,5,12,590.0,67,503.0,20.0,78.3,0.0,29.0,14.5,34.8,1712.1,194.4,1459.6,58.0,glendale heights,"glendale heights,IL",16000US1729730
Glenview Police Dept,IL,12,44909.0,39.0,0,9.0,7,23,479.0,115,354.0,10.0,86.8,0.0,20.0,15.6,51.2,1066.6,256.1,788.3,22.3,glenview,"glenview,IL",16000US1729938
Grayslake Police Dept,IL,12,21052.0,32.0,0,9.0,8,15,410.0,67,338.0,5.0,152.0,0.0,42.8,38.0,71.3,1947.6,318.3,1605.5,23.8,grayslake,"grayslake,IL",16000US1731121
Gurnee Police Dept,IL,12,31439.0,27.0,0,5.0,8,14,1446.0,103,1312.0,31.0,85.9,0.0,15.9,25.4,44.5,4599.4,327.6,4173.2,98.6,gurnee,"gurnee,IL",16000US1732018
Hanover Park Police Dept,IL,12,38205.0,45.0,0,4.0,13,28,439.0,64,361.0,14.0,117.8,0.0,10.5,34.0,73.3,1149.1,167.5,944.9,36.6,hanover park,"hanover park,IL",16000US1732746
Harvey Police Dept,IL,12,25404.0,349.0,10,9.0,205,125,1483.0,597,666.0,220.0,1373.8,39.4,35.4,807.0,492.0,5837.7,2350.0,2621.6,866.0,harvey,"harvey,IL",16000US1733383
Hoffman Estates,IL,12,52148.0,66.0,0,13.0,26,27,710.0,129,560.0,21.0,126.6,0.0,24.9,49.9,51.8,1361.5,247.4,1073.9,40.3,hoffman estates,"hoffman estates,IL",16000US1735411
Huntley Police Dept,IL,12,24369.0,6.0,1,0.0,1,4,214.0,33,181.0,0.0,24.6,4.1,0.0,4.1,16.4,878.2,135.4,742.7,0.0,huntley,"huntley,IL",16000US1736750
Joliet,IL,12,148471.0,506.0,11,30.0,104,361,3835.0,954,2723.0,158.0,340.8,7.4,20.2,70.0,243.1,2583.0,642.5,1834.0,106.4,joliet,"joliet,IL",16000US1738570
Kane County Sheriff Department,IL,12,,58.0,0,15.0,2,41,526.0,189,319.0,18.0,,,,,,,,,,kane county,"kane county,IL",05000US17089
Kankakee County Sheriff Department,IL,12,,47.0,1,8.0,4,34,474.0,169,278.0,27.0,,,,,,,,,,kankakee county,"kankakee county,IL",05000US17091
Kankakee Police Dept,IL,12,27609.0,237.0,6,26.0,71,134,1201.0,348,809.0,44.0,858.4,21.7,94.2,257.2,485.3,4350.0,1260.5,2930.2,159.4,kankakee,"kankakee,IL",16000US1738934
Kendall County Sheriff Department,IL,12,,58.0,0,16.0,0,42,295.0,86,202.0,7.0,,,,,,,,,,kendall county,"kendall county,IL",05000US17093
La Salle County Sheriff Department,IL,12,,30.0,0,11.0,3,16,416.0,147,253.0,16.0,,,,,,,,,,la salle county,"la salle county,IL",05000US17099
Lake County Sheriff Department,IL,12,,68.0,2,9.0,10,47,1760.0,451,1236.0,73.0,,,,,,,,,,lake county,"lake county,IL",05000US17097
Lake Forest Police Dept,IL,12,19457.0,14.0,0,0.0,0,14,41.0,10,29.0,2.0,72.0,0.0,0.0,0.0,72.0,210.7,51.4,149.0,10.3,lake forest,"lake forest,IL",16000US1741105
Lake Zurich Police Dept,IL,12,19718.0,8.0,0,0.0,1,7,282.0,28,253.0,1.0,40.6,0.0,0.0,5.1,35.5,1430.2,142.0,1283.1,5.1,lake zurich,"lake zurich,IL",16000US1741742
Lansing Police Dept,IL,12,28471.0,93.0,1,30.0,27,35,1332.0,238,1023.0,71.0,326.6,3.5,105.4,94.8,122.9,4678.4,835.9,3593.1,249.4,lansing,"lansing,IL",16000US1742028
Libertyville Police Dept,IL,12,20405.0,5.0,0,0.0,0,5,313.0,49,259.0,5.0,24.5,0.0,0.0,0.0,24.5,1533.9,240.1,1269.3,24.5,libertyville,"libertyville,IL",16000US1743250
Lisle Police Dept,IL,12,22550.0,18.0,0,4.0,5,9,256.0,25,218.0,13.0,79.8,0.0,17.7,22.2,39.9,1135.3,110.9,966.7,57.6,lisle,"lisle,IL",16000US1743939
Lockport Police Dept,IL,12,24999.0,15.0,1,4.0,4,6,317.0,44,264.0,9.0,60.0,4.0,16.0,16.0,24.0,1268.1,176.0,1056.0,36.0,lockport,"lockport,IL",16000US1744225
Lombard Police Dept,IL,12,43482.0,54.0,1,2.0,18,33,1142.0,118,1008.0,16.0,124.2,2.3,4.6,41.4,75.9,2626.4,271.4,2318.2,36.8,lombard,"lombard,IL",16000US1744407
Loves Park Police Dept,IL,12,23915.0,55.0,0,14.0,7,34,811.0,131,655.0,25.0,230.0,0.0,58.5,29.3,142.2,3391.2,547.8,2738.9,104.5,loves park,"loves park,IL",16000US1745031
Machesney Park,IL,12,23403.0,76.0,1,15.0,7,53,599.0,108,480.0,11.0,324.7,4.3,64.1,29.9,226.5,2559.5,461.5,2051.0,47.0,machesney park,"machesney park,IL",16000US1745726
Macomb Police Dept,IL,12,19289.0,48.0,0,9.0,2,37,418.0,66,344.0,8.0,248.8,0.0,46.7,10.4,191.8,2167.0,342.2,1783.4,41.5,macomb,"macomb,IL",31200US313801745889
Madison County Sheriff Department,IL,12,,58.0,0,5.0,9,44,718.0,256,437.0,25.0,,,,,,,,,,madison county,"madison county,IL",05000US17119
Maywood Police Dept,IL,12,24207.0,238.0,7,18.0,94,119,988.0,397,465.0,126.0,983.2,28.9,74.4,388.3,491.6,4081.5,1640.0,1920.9,520.5,maywood,"maywood,IL",16000US1747774
Mchenry City Police Dept,IL,12,27023.0,35.0,0,17.0,2,16,417.0,28,383.0,6.0,129.5,0.0,62.9,7.4,59.2,1543.1,103.6,1417.3,22.2,mchenry city,"mchenry city,IL",16000US1745694
Mchenry County Sheriff Department,IL,12,,85.0,0,28.0,5,52,613.0,190,422.0,1.0,,,,,,,,,,mchenry county,"mchenry county,IL",05000US17111
Moline Police Dept,IL,12,43509.0,176.0,0,16.0,23,137,1354.0,204,1095.0,55.0,404.5,0.0,36.8,52.9,314.9,3112.0,468.9,2516.7,126.4,moline,"moline,IL",16000US1749867
Morton Grove Police Dept,IL,12,23384.0,4.0,0,1.0,0,3,408.0,85,315.0,8.0,17.1,0.0,4.3,0.0,12.8,1744.8,363.5,1347.1,34.2,morton grove,"morton grove,IL",16000US1750647
Mount Prospect Police Dept,IL,12,54428.0,32.0,0,0.0,6,26,745.0,83,632.0,30.0,58.8,0.0,0.0,11.0,47.8,1368.8,152.5,1161.2,55.1,mount prospect,"mount prospect,IL",16000US1751089
Mundelein Police Dept,IL,12,31201.0,26.0,1,7.0,1,17,337.0,49,282.0,6.0,83.3,3.2,22.4,3.2,54.5,1080.1,157.0,903.8,19.2,mundelein,"mundelein,IL",16000US1751349
Naperville Police Dept,IL,12,142840.0,119.0,3,7.0,24,85,2044.0,255,1748.0,41.0,83.3,2.1,4.9,16.8,59.5,1431.0,178.5,1223.7,28.7,naperville,"naperville,IL",16000US1751622
New Lenox Police Dept,IL,12,24549.0,19.0,0,2.0,1,16,302.0,29,268.0,5.0,77.4,0.0,8.1,4.1,65.2,1230.2,118.1,1091.7,20.4,new lenox,"new lenox,IL",16000US1752584
Niles Police Dept,IL,12,29945.0,24.0,0,3.0,13,8,750.0,66,645.0,39.0,80.1,0.0,10.0,43.4,26.7,2504.6,220.4,2153.9,130.2,niles,"niles,IL",16000US1753000
Normal Town Police Dept,IL,12,52797.0,114.0,0,19.0,34,61,1306.0,265,1016.0,25.0,215.9,0.0,36.0,64.4,115.5,2473.6,501.9,1924.4,47.4,normal town,"normal town,IL",16000US1753234
North Chicago Police Dept,IL,12,32697.0,80.0,0,6.0,20,54,191.0,78,110.0,3.0,244.7,0.0,18.4,61.2,165.2,584.2,238.6,336.4,9.2,north chicago,"north chicago,IL",16000US1753559
Northbrook Police Dept,IL,12,33327.0,10.0,0,2.0,1,7,533.0,58,473.0,2.0,30.0,0.0,6.0,3.0,21.0,1599.3,174.0,1419.3,6.0,northbrook,"northbrook,IL",16000US1753481
Oak Forest Police Dept,IL,12,28097.0,29.0,1,3.0,14,11,449.0,108,330.0,11.0,103.2,3.6,10.7,49.8,39.2,1598.0,384.4,1174.5,39.2,oak forest,"oak forest,IL",16000US1754638
Oak Lawn Police Dept,IL,12,56964.0,82.0,0,9.0,31,42,1137.0,113,970.0,54.0,144.0,0.0,15.8,54.4,73.7,1996.0,198.4,1702.8,94.8,oak lawn,"oak lawn,IL",16000US1754820
Oak Park Police Dept,IL,10,52128.0,107.0,0,2.0,80,25,1560.0,366,1148.0,46.0,,,,,,,,,,oak park,"oak park,IL",16000US1754885
Ogle County Sheriff Department,IL,12,,13.0,1,0.0,1,11,189.0,59,126.0,4.0,,,,,,,,,,ogle county,"ogle county,IL",05000US17141
Orland Park Police Dept,IL,12,57043.0,16.0,1,1.0,4,10,1359.0,45,1298.0,16.0,28.0,1.8,1.8,7.0,17.5,2382.4,78.9,2275.5,28.0,orland park,"orland park,IL",16000US1756640
Oswego Police Dept,IL,12,30870.0,16.0,0,5.0,1,10,502.0,50,448.0,4.0,51.8,0.0,16.2,3.2,32.4,1626.2,162.0,1451.2,13.0,oswego,"oswego,IL",16000US1756887
Palatine Police Dept,IL,12,68890.0,29.0,1,6.0,8,14,891.0,33,837.0,21.0,42.1,1.5,8.7,11.6,20.3,1293.4,47.9,1215.0,30.5,palatine,"palatine,IL",16000US1757225
Park Forest Police Dept,IL,12,22086.0,66.0,1,8.0,27,30,698.0,366,307.0,25.0,298.8,4.5,36.2,122.2,135.8,3160.4,1657.2,1390.0,113.2,park forest,"park forest,IL",16000US1757732
Park Ridge Police Dept,IL,12,37660.0,22.0,1,0.0,12,9,459.0,118,328.0,13.0,58.4,2.7,0.0,31.9,23.9,1218.8,313.3,871.0,34.5,park ridge,"park ridge,IL",16000US1757875
Pekin Police Dept,IL,12,34176.0,176.0,1,19.0,19,137,915.0,164,728.0,23.0,515.0,2.9,55.6,55.6,400.9,2677.3,479.9,2130.1,67.3,pekin,"pekin,IL",16000US1758447
Peoria County Sheriff Department,IL,12,,125.0,3,20.0,11,91,966.0,263,670.0,33.0,,,,,,,,,,peoria county,"peoria county,IL",05000US17143
Peoria Police Dept,IL,12,115288.0,919.0,10,25.0,324,560,5022.0,1420,3370.0,232.0,797.1,8.7,21.7,281.0,485.7,4356.0,1231.7,2923.1,201.2,peoria,"peoria,IL",16000US1759000
Plainfield Police Dept,IL,12,39859.0,35.0,0,4.0,13,18,499.0,59,425.0,15.0,87.8,0.0,10.0,32.6,45.2,1251.9,148.0,1066.3,37.6,plainfield,"plainfield,IL",16000US1760287
Quincy Police Dept,IL,12,40684.0,188.0,0,26.0,16,146,1304.0,224,1054.0,26.0,462.1,0.0,63.9,39.3,358.9,3205.2,550.6,2590.7,63.9,quincy,"quincy,IL",16000US1762367
Rock Island Police Dept,IL,12,39038.0,222.0,4,6.0,39,173,1124.0,217,856.0,51.0,568.7,10.2,15.4,99.9,443.2,2879.2,555.9,2192.7,130.6,rock island,"rock island,IL",16000US1765078
Rockford Police Dept,IL,12,152293.0,2083.0,9,124.0,499,1451,7608.0,2224,5003.0,381.0,1367.8,5.9,81.4,327.7,952.8,4995.6,1460.3,3285.1,250.2,rockford,"rockford,IL",16000US1765000
Rolling Meadows Police Dept,IL,12,24216.0,21.0,0,3.0,6,12,361.0,51,303.0,7.0,86.7,0.0,12.4,24.8,49.6,1490.7,210.6,1251.2,28.9,rolling meadows,"rolling meadows,IL",16000US1765338
Romeoville Police Dept,IL,12,39931.0,30.0,0,2.0,11,17,830.0,94,721.0,15.0,75.1,0.0,5.0,27.5,42.6,2078.6,235.4,1805.6,37.6,romeoville,"romeoville,IL",16000US1765442
Roselle Police Dept,IL,12,22923.0,12.0,0,2.0,4,6,306.0,73,225.0,8.0,52.3,0.0,8.7,17.4,26.2,1334.9,318.5,981.5,34.9,roselle,"roselle,IL",16000US1765806
Round Lake Beach Police Dept,IL,12,28302.0,35.0,0,9.0,7,19,758.0,122,628.0,8.0,123.7,0.0,31.8,24.7,67.1,2678.3,431.1,2218.9,28.3,round lake beach,"round lake beach,IL",16000US1766040
Sangamon County Sheriff Department,IL,12,,173.0,2,27.0,23,121,867.0,286,543.0,38.0,,,,,,,,,,sangamon county,"sangamon county,IL",05000US17167
Schaumburg Police Dept,IL,12,74585.0,68.0,0,13.0,18,37,2487.0,199,2226.0,62.0,91.2,0.0,17.4,24.1,49.6,3334.5,266.8,2984.5,83.1,schaumburg,"schaumburg,IL",16000US1768003
Skokie Police Dept,IL,12,65096.0,134.0,0,17.0,37,80,1577.0,284,1232.0,61.0,205.8,0.0,26.1,56.8,122.9,2422.6,436.3,1892.6,93.7,skokie,"skokie,IL",16000US1770122
South Elgin Police Dept,IL,12,22208.0,36.0,0,1.0,3,32,321.0,24,291.0,6.0,162.1,0.0,4.5,13.5,144.1,1445.4,108.1,1310.3,27.0,south elgin,"south elgin,IL",16000US1770720
South Holland Police Dept,IL,12,22133.0,76.0,0,2.0,60,14,514.0,178,295.0,41.0,343.4,0.0,9.0,271.1,63.3,2322.3,804.2,1332.9,185.2,south holland,"south holland,IL",16000US1770850
Springfield Police Dept,IL,12,117131.0,1138.0,10,76.0,260,792,6945.0,1670,5033.0,242.0,971.6,8.5,64.9,222.0,676.2,5929.3,1425.8,4296.9,206.6,springfield,"springfield,IL",16000US1772000
St. Charles Police Dept,IL,12,33302.0,18.0,0,5.0,3,10,502.0,55,429.0,18.0,54.1,0.0,15.0,9.0,30.0,1507.4,165.2,1288.2,54.1,st. charles,"st. charles,IL",16000US1766703
St. Clair County Sheriff Department,IL,12,,90.0,1,30.0,20,39,831.0,341,429.0,61.0,,,,,,,,,,st. clair county,"st. clair county,IL",05000US17163
Streamwood Police Dept,IL,12,40050.0,34.0,0,6.0,11,17,703.0,123,568.0,12.0,84.9,0.0,15.0,27.5,42.4,1755.3,307.1,1418.2,30.0,streamwood,"streamwood,IL",16000US1773157
Tazewell County Sheriff Department,IL,12,,6.0,0,0.0,2,4,250.0,71,169.0,10.0,,,,,,,,,,tazewell county,"tazewell county,IL",05000US17179
Tinley Park Police Dept,IL,12,56992.0,43.0,1,6.0,11,25,839.0,108,710.0,21.0,75.4,1.8,10.5,19.3,43.9,1472.1,189.5,1245.8,36.8,tinley park,"tinley park,IL",16000US1775484
Urbana Police Dept,IL,12,41537.0,148.0,0,20.0,68,60,1443.0,416,974.0,53.0,356.3,0.0,48.1,163.7,144.4,3474.0,1001.5,2344.9,127.6,urbana,"urbana,IL",16000US1777005
Vernon Hills Police Dept,IL,12,25223.0,18.0,0,7.0,1,10,576.0,36,532.0,8.0,71.4,0.0,27.8,4.0,39.6,2283.6,142.7,2109.2,31.7,vernon hills,"vernon hills,IL",16000US1777694
Waukegan Police Dept,IL,12,89468.0,420.0,2,47.0,160,211,2688.0,625,1999.0,64.0,469.4,2.2,52.5,178.8,235.8,3004.4,698.6,2234.3,71.5,waukegan,"waukegan,IL",16000US1779293
