usps,geoid,ansicode,county,aland,awater,aland_sqmi,awater_sqmi,intptlat,intptlong,county_name,county_suffix
ga,0013193,346957,macon county,1037654085,13859174,400.64,5.351,32.362686,-84.051231,macon,county
ga,0013195,1688004,madison county,731184757,8484185,282.312,3.2760000000000002,34.128526,-83.203737,madison,county
ga,0013197,344107,marion county,947978211,3791368,366.01599999999996,1.464,32.359538,-84.529561,marion,county
ga,0013199,346892,meriwether county,1298161654,10834130,501.223,4.183,33.029244,-84.667041,meriwether,county
ga,0013201,344088,miller county,731466840,3216290,282.421,1.242,31.162908,-84.730386,miller,county
ga,0013205,343645,mitchell county,1326293136,4504163,512.085,1.739,31.228996999999996,-84.192038,mitchell,county
ga,0013207,343073,monroe county,1025912958,5603396,396.10699999999997,2.1630000000000003,33.017435,-83.922938,monroe,county
ga,0013209,352276,montgomery county,620370719,13383037,239.52599999999998,5.167000000000001,32.172108,-82.533349,montgomery,county
ga,0013211,346008,morgan county,899646113,18817202,347.355,7.265,33.593236,-83.491027,morgan,county
ga,0013213,1688005,murray county,892278050,5719621,344.51,2.208,34.797096999999994,-84.73799,murray,county
ga,0013215,357428,muscogee county,560530554,11873623,216.422,4.584,32.510197,-84.874946,muscogee,county
ga,0013217,1673547,newton county,704988537,18130691,272.198,7.0,33.544021,-83.85518499999999,newton,county
ga,0013219,356774,oconee county,477395755,5305653,184.324,2.049,33.834125,-83.437728,oconee,county
ga,0013221,351262,oglethorpe county,1137034476,7839342,439.01099999999997,3.0269999999999997,33.866806,-83.074081,oglethorpe,county
ga,0013223,349912,paulding county,808832022,5309333,312.29200000000003,2.05,33.921026,-84.867162,paulding,county
ga,0013225,343153,peach county,389190343,2676549,150.267,1.033,32.571324,-83.831978,peach,county
ga,0013227,1673011,pickens county,601027685,1693936,232.058,0.654,34.456813000000004,-84.490339,pickens,county
ga,0013229,349086,pierce county,822194796,66766379,317.45099999999996,25.779,31.353988,-82.210427,pierce,county
ga,0013231,346482,pike county,559659446,8596796,216.08599999999998,3.319,33.090768,-84.386627,pike,county
ga,0013233,343585,polk county,803773281,4667495,310.339,1.8019999999999998,33.996015,-85.188338,polk,county
ga,0013235,347593,pulaski county,645061880,5560191,249.06,2.147,32.238794,-83.48185500000001,pulaski,county
ga,0013237,347246,putnam county,892634307,41539311,344.648,16.038,33.321059999999996,-83.37179,putnam,county
ga,0013239,350547,quitman county,391703077,24158294,151.237,9.328,31.862948,-85.004801,quitman,county
ga,0013241,351489,rabun county,958280740,17841170,369.994,6.888999999999999,34.883949,-83.404859,rabun,county
ga,0013243,352242,randolph county,1109127074,6830055,428.236,2.637,31.762651,-84.75231099999999,randolph,county
ga,0013245,358024,richmond county,840008407,11042333,324.329,4.263,33.361487,-82.074998,richmond,county
ga,0013247,357592,rockdale county,336205250,5926395,129.81,2.2880000000000003,33.652081,-84.02637,rockdale,county
ga,0013249,344129,schley county,432283920,2376372,166.90599999999998,0.9179999999999999,32.263441,-84.322724,schley,county
ga,0013251,350204,screven county,1670803635,27889023,645.101,10.767999999999999,32.744751,-81.61758499999999,screven,county
ga,0013253,351263,seminole county,609245340,55231534,235.231,21.325,30.933894,-84.867592,seminole,county
ga,0013255,353055,spalding county,507334070,9602574,195.88299999999998,3.708,33.262389,-84.286067,spalding,county
ga,0013257,350028,stephens county,463948108,13121937,179.13099999999997,5.066,34.552914,-83.290216,stephens,county
ga,0013259,347360,stewart county,1188113774,12636844,458.733,4.879,32.073225,-84.834912,stewart,county
ga,0013261,343504,sumter county,1250175768,25791631,482.69599999999997,9.958,32.042198,-84.20425999999999,sumter,county
ga,0013263,326757,talbot county,1013691767,8737051,391.389,3.373,32.704603000000006,-84.530029,talbot,county
ga,0013265,347654,taliaferro county,504031777,1915722,194.608,0.74,33.559319,-82.875272,taliaferro,county
ga,0013267,347445,tattnall county,1241559202,23258321,479.369,8.98,32.043768,-82.059208,tattnall,county
ga,0013269,344156,taylor county,975612223,7803624,376.686,3.013,32.554666999999995,-84.251426,taylor,county
ga,0013271,356958,telfair county,1132610536,17366938,437.30300000000005,6.705,31.913639,-82.931062,telfair,county
ga,0013273,352238,terrell county,868785067,5861858,335.44,2.263,31.777191,-84.43944599999999,terrell,county
ga,0013275,343835,thomas county,1410508592,19729671,544.6,7.617999999999999,30.864606,-83.91982,thomas,county
ga,0013277,344090,tift county,670826488,25333971,259.008,9.782,31.457003000000004,-83.525931,tift,county
ga,0013279,345220,toombs county,942770655,18093841,364.006,6.986000000000001,32.126698,-82.332071,toombs,county
ga,0013281,351252,towns county,431395511,14037940,166.563,5.42,34.902529,-83.732264,towns,county
ga,0013283,347505,treutlen county,516536207,7805609,199.43599999999998,3.014,32.409586,-82.570882,treutlen,county
ga,0013285,1673298,troup county,1072232599,82803340,413.991,31.971,33.034482000000004,-85.02835999999999,troup,county
ga,0013287,343238,turner county,739164632,11881236,285.393,4.587,31.7248,-83.620319,turner,county
ga,0013289,345456,twiggs county,928284560,10933790,358.413,4.2219999999999995,32.665847,-83.42587900000001,twiggs,county
ga,0013291,353193,union county,833828527,18289699,321.943,7.062,34.833333,-83.989257,union,county
ga,0013293,346759,upson county,837697122,10663317,323.437,4.117,32.881837,-84.292281,upson,county
ga,0013295,354216,walker county,1156146479,1672676,446.39099999999996,0.6459999999999999,34.735827,-85.305385,walker,county
ga,0013297,351264,walton county,843525625,11170124,325.687,4.313,33.783887,-83.731829,walton,county
ga,0013299,357722,ware county,2311481407,40196544,892.4680000000001,15.52,31.050881,-82.42150699999999,ware,county
ga,0013301,347777,warren county,736332081,6185998,284.29900000000004,2.388,33.419169000000004,-82.688012,warren,county
ga,0013303,348428,washington county,1757188473,15284496,678.454,5.901,32.971848,-82.798112,washington,county
ga,0013305,350608,wayne county,1662237948,18136042,641.794,7.002000000000001,31.547845000000002,-81.912376,wayne,county
ga,0013307,352287,webster county,541613467,2965864,209.118,1.145,32.046690999999996,-84.553828,webster,county
ga,0013309,351278,wheeler county,765301323,12390066,295.485,4.784,32.105268,-82.73386500000001,wheeler,county
ga,0013311,326781,white county,623402111,3912826,240.697,1.511,34.643776,-83.74341700000001,white,county
ga,0013313,353513,whitfield county,752293521,1533747,290.462,0.5920000000000001,34.801726,-84.968541,whitfield,county
ga,0013315,345499,wilcox county,978250197,11444207,377.705,4.419,31.962716999999998,-83.438262,wilcox,county
ga,0013317,351265,wilkes county,1215973905,11924781,469.49,4.604,33.779030999999996,-82.74792099999999,wilkes,county
ga,0013319,346824,wilkinson county,1158541222,12003358,447.315,4.635,32.804266,-83.175512,wilkinson,county
ga,0013321,343365,worth county,1478117729,10491753,570.7040000000001,4.051,31.551772999999997,-83.84996,worth,county
hi,0015001,365280,hawaii county,10433650767,2739477737,4028.455,1057.718,19.597764,-155.502443,hawaii,county
hi,0015003,365281,honolulu county,1555614854,4054819637,600.626,1565.575,21.461365,-158.201974,honolulu,county
hi,0015005,1702380,kalawao county,31057788,105769486,11.991,40.838,21.218764,-156.97401000000002,kalawao,county
hi,0015007,365282,kauai county,1605633995,1674170046,619.939,646.401,22.012038,-159.705965,kauai,county
hi,0015009,365283,maui county,3008349487,3203303109,1161.53,1236.802,20.855930999999998,-156.60155,maui,county
id,0016001,395066,ada county,2726171819,20410918,1052.5810000000001,7.881,43.451477000000004,-116.244376,ada,county
id,0016003,395067,adams county,3530315987,17384868,1363.0629999999999,6.712000000000001,44.877004,-116.461624,adams,county
id,0016005,395091,bannock county,2880036576,91799986,1111.988,35.444,42.692921000000005,-112.228982,bannock,county
id,0016007,395090,bear lake county,2524917725,193276295,974.8760000000001,74.624,42.285892,-111.32751699999999,bear lake,county
id,0016009,395190,benewah county,2011429199,18988295,776.617,7.331,47.218451,-116.633541,benewah,county
id,0016011,400593,bingham county,5423131973,68447685,2093.883,26.428,43.216357,-112.399206,bingham,county
id,0016013,395696,blaine county,6837372793,44347594,2639.925,17.123,43.394192,-113.955371,blaine,county
id,0016015,395157,boise county,4919005765,19293771,1899.239,7.449,43.987275,-115.71511000000001,boise,county
id,0016017,395158,bonner county,4492522387,478947473,1734.5729999999999,184.923,48.324628999999995,-116.62743,bonner,county
id,0016019,395407,bonneville county,4833107898,89505325,1866.0729999999999,34.558,43.395171000000005,-111.62187800000001,bonneville,county
id,0016021,395159,boundary county,3285533251,24091629,1268.552,9.302,48.773133,-116.52467299999999,boundary,county
id,0016023,401703,butte county,5791731060,5258043,2236.2,2.03,43.685101,-113.177631,butte,county
id,0016025,399408,camas county,2782922987,11535288,1074.493,4.454,43.463396,-114.804427,camas,county
id,0016027,399406,canyon county,1521269575,41912636,587.365,16.183,43.623051000000004,-116.708527,canyon,county
id,0016029,395406,caribou county,4568789380,89170318,1764.02,34.429,42.786072,-111.544273,caribou,county
id,0016031,395698,cassia county,6643519846,39370060,2565.077,15.200999999999999,42.282313,-113.626328,cassia,county
id,0016033,399755,clark county,4569250963,2476814,1764.1979999999999,0.956,44.290217999999996,-112.35461299999999,clark,county
id,0016035,395697,clearwater county,6364441865,79537914,2457.325,30.71,46.67257,-115.6535,clearwater,county
id,0016037,399758,custer county,12743076748,42380326,4920.13,16.363,44.273351,-114.25226699999999,custer,county
id,0016039,400252,elmore county,7963532339,67386949,3074.737,26.018,43.394698,-115.471205,elmore,county
id,0016041,395585,franklin county,1718705842,12165131,663.596,4.697,42.173609,-111.822965,franklin,county
id,0016043,395408,fremont county,4826512591,83291738,1863.527,32.159,44.218090999999994,-111.484429,fremont,county
id,0016045,395442,gem county,1452712572,12443868,560.895,4.805,44.061473,-116.398784,gem,county
id,0016047,395441,gooding county,1888032003,12289355,728.9730000000001,4.745,42.973185,-114.82141999999999,gooding,county
id,0016049,395699,idaho county,21956216144,67312482,8477.343,25.989,45.849644,-115.46733700000001,idaho,county
id,0016051,399751,jefferson county,2832171617,31262677,1093.508,12.071,43.796965,-112.31858799999999,jefferson,county
id,0016053,395662,jerome county,1546716831,12848211,597.191,4.961,42.691395,-114.26208600000001,jerome,county
id,0016055,395661,kootenai county,3222281588,185181763,1244.13,71.499,47.677113,-116.69491799999999,kootenai,county
id,0016057,395613,latah county,2786855183,2370278,1076.011,0.915,46.81892,-116.730974,latah,county
id,0016059,399754,lemhi county,11819014768,13954007,4563.347,5.388,44.928506,-113.887042,lemhi,county
id,0016061,395622,lewis county,1240073604,2444433,478.795,0.9440000000000001,46.236328,-116.42376000000002,lewis,county
id,0016063,395624,lincoln county,3111594876,11607031,1201.394,4.481,42.986181,-114.153899,lincoln,county
id,0016065,394803,madison county,1215286342,10389473,469.225,4.011,43.788614,-111.656993,madison,county
id,0016067,394807,minidoka county,1962152520,13820825,757.591,5.336,42.857211,-113.63983999999999,minidoka,county
id,0016069,399394,nez perce county,2196548158,21212944,848.092,8.19,46.333791,-116.76090900000001,nez perce,county
id,0016071,399759,oneida county,3107945435,3995182,1199.984,1.5430000000000001,42.183895,-112.520449,oneida,county
id,0016073,399760,owyhee county,19853659284,81455702,7665.541,31.45,42.572851,-116.18968999999998,owyhee,county
id,0016075,394896,payette county,1053779692,8827468,406.86699999999996,3.408,44.00243,-116.75023799999998,payette,county
id,0016077,394951,power county,3637036707,99453148,1404.2679999999998,38.399,42.694126000000004,-112.844407,power,county
id,0016079,1702379,shoshone county,6811869589,14130819,2630.078,5.456,47.347694,-115.88509199999999,shoshone,county
id,0016081,399297,teton county,1164083250,2860444,449.455,1.104,43.760994000000004,-111.21176499999999,teton,county
id,0016083,399334,twin falls county,4975933262,18401675,1921.219,7.105,42.352309000000005,-114.66563899999998,twin falls,county
id,0016085,399756,valley county,9491066932,177274287,3664.522,68.446,44.771488,-115.637953,valley,county
id,0016087,399757,washington county,3763096623,53212977,1452.94,20.546,44.448223,-116.79779199999999,washington,county
il,0017001,424202,adams county,2214972291,41784377,855.206,16.133,39.986052,-91.19496099999999,adams,county
il,0017003,424203,alexander county,609996970,44237163,235.521,17.08,37.183657000000004,-89.34951600000001,alexander,county
il,0017005,424204,bond county,984918708,6426353,380.279,2.481,38.885923999999996,-89.436592,bond,county
il,0017007,424205,boone county,727101570,3339034,280.735,1.2890000000000001,42.318983,-88.82429499999999,boone,county
il,0017009,424206,brown county,791518279,4139308,305.607,1.598,39.962069,-90.750309,brown,county
il,0017011,424207,bureau county,2250785701,11578410,869.033,4.47,41.401303999999996,-89.528377,bureau,county
il,0017013,424208,calhoun county,657402869,77057164,253.825,29.752,39.164262,-90.66629499999999,calhoun,county
il,0017015,424209,carroll county,1152707810,55841451,445.06300000000005,21.561,42.0709,-89.924189,carroll,county
il,0017017,424210,cass county,973346027,20581547,375.811,7.947,39.969202,-90.245704,cass,county
il,0017019,424211,champaign county,2580293785,5531790,996.257,2.136,40.13898,-88.196996,champaign,county
il,0017021,424212,christian county,1837278879,16221508,709.377,6.263,39.545524,-89.279593,christian,county
il,0017023,424213,clark county,1298666557,8806917,501.418,3.4,39.332364,-87.791687,clark,county
il,0017025,424214,clay county,1212958839,3278251,468.32599999999996,1.266,38.746832,-88.482344,clay,county
il,0017027,424215,clinton county,1227874124,75592335,474.085,29.186,38.606295,-89.42622800000001,clinton,county
il,0017029,424216,coles county,1316459195,4631834,508.288,1.788,39.51368,-88.220782,coles,county
il,0017031,1784766,cook county,2448468295,1785734047,945.3589999999999,689.4760000000001,41.894294,-87.645455,cook,county
il,0017033,424218,crawford county,1148997684,5667186,443.631,2.188,39.002769,-87.760621,crawford,county
il,0017035,424219,cumberland county,896203131,2531272,346.026,0.977,39.273121,-88.240619,cumberland,county
il,0017037,422190,dekalb county,1635193222,8568337,631.352,3.3080000000000003,41.894612,-88.768991,dekalb,county
il,0017039,426598,de witt county,1029636774,19526633,397.545,7.539,40.181499,-88.901853,de witt,county
il,0017041,424222,douglas county,1079156633,1448702,416.665,0.5589999999999999,39.766078,-88.222866,douglas,county
il,0017043,422191,dupage county,848247658,22868342,327.51,8.83,41.852058,-88.086038,dupage,county
il,0017045,424224,edgar county,1614531787,1610637,623.374,0.622,39.679037,-87.74710999999999,edgar,county
il,0017047,424225,edwards county,576061727,781203,222.419,0.302,38.417095,-88.04794100000001,edwards,county
il,0017049,424226,effingham county,1240027872,3183199,478.777,1.229,39.047945,-88.592849,effingham,county
il,0017051,424227,fayette county,1855687637,22942188,716.485,8.857999999999999,39.001125,-89.017923,fayette,county
il,0017053,424228,ford county,1257719884,1640286,485.608,0.633,40.596539,-88.224588,ford,county
il,0017055,424229,franklin county,1059021061,58413412,408.89,22.554000000000002,37.991848,-88.92624599999999,franklin,county
il,0017057,424230,fulton county,2241881220,43973316,865.595,16.977999999999998,40.46524,-90.202269,fulton,county
il,0017059,424231,gallatin county,836750632,13238338,323.07099999999997,5.111000000000001,37.768677000000004,-88.227964,gallatin,county
il,0017061,424232,greene county,1406413581,8425393,543.019,3.253,39.355444,-90.387757,greene,county
il,0017063,424233,grundy county,1082749561,32106108,418.05199999999996,12.395999999999999,41.29241,-88.401054,grundy,county
il,0017065,424234,hamilton county,1125778083,3174312,434.665,1.226,38.085226,-88.539005,hamilton,county
il,0017067,424235,hancock county,2055740577,53535828,793.7260000000001,20.67,40.405792,-91.167987,hancock,county
il,0017069,424236,hardin county,459795959,10489596,177.528,4.05,37.517852000000005,-88.266148,hardin,county
il,0017071,424237,henderson county,981273718,42340542,378.87199999999996,16.348,40.814471000000005,-90.94124599999999,henderson,county
il,0017073,424238,henry county,2131552406,6861746,822.997,2.6489999999999996,41.350021000000005,-90.130838,henry,county
il,0017075,424239,iroquois county,2893771504,4235076,1117.2910000000002,1.635,40.748867,-87.833601,iroquois,county
il,0017077,424240,jackson county,1512738935,47416329,584.072,18.308,37.786096,-89.381212,jackson,county
il,0017079,424241,jasper county,1280788478,9334509,494.515,3.6039999999999996,39.004874,-88.150763,jasper,county
il,0017081,424242,jefferson county,1479284971,32709430,571.155,12.629000000000001,38.300779999999996,-88.92421,jefferson,county
il,0017083,424243,jersey county,956433045,20324176,369.281,7.847,39.080192,-90.361365,jersey,county
il,0017085,424244,jo daviess county,1556339037,45776828,600.906,17.675,42.362390999999995,-90.21146999999999,jo daviess,county
il,0017087,424245,johnson county,890740817,12811494,343.917,4.947,37.460709,-88.882131,johnson,county
il,0017089,424246,kane county,1347149746,10842451,520.137,4.186,41.939594,-88.42804,kane,county
il,0017091,424247,kankakee county,1752310549,12413707,676.571,4.793,41.139509999999994,-87.86111700000001,kankakee,county
il,0017093,424248,kendall county,829596512,5059623,320.309,1.954,41.58814,-88.430626,kendall,county
il,0017095,424249,knox county,1855506498,8834347,716.415,3.411,40.930941,-90.213761,knox,county
il,0017097,1784796,lake county,1148987058,2395127022,443.626,924.7639999999999,42.326444,-87.43611800000001,lake,county
il,0017099,422247,lasalle county,2939990056,33693284,1135.137,13.009,41.343340999999995,-88.885931,lasalle,county
il,0017101,424252,lawrence county,963936841,5077778,372.17800000000005,1.9609999999999999,38.718954,-87.730221,lawrence,county
il,0017103,424253,lee county,1877371538,10599304,724.857,4.092,41.747442,-89.299351,lee,county
il,0017105,424254,livingston county,2704687130,4252877,1044.286,1.642,40.894376,-88.552852,livingston,county
il,0017107,424255,logan county,1600758840,2252736,618.056,0.87,40.129121999999995,-89.365307,logan,county
il,0017109,1784729,mcdonough county,1526558229,2012556,589.4069999999999,0.777,40.455808000000005,-90.678954,mcdonough,county
il,0017111,1784815,mchenry county,1562351238,19817947,603.227,7.652,42.324298,-88.45224499999999,mchenry,county
il,0017113,1784833,mclean county,3064861298,7562638,1183.35,2.92,40.494559,-88.844539,mclean,county
il,0017115,424256,macon county,1503973613,13409460,580.687,5.1770000000000005,39.860237,-88.961529,macon,county
il,0017117,424257,macoupin county,2234952478,12252706,862.92,4.731,39.2659,-89.926344,macoupin,county
il,0017119,424258,madison county,1853742102,64302907,715.7339999999999,24.826999999999998,38.827082,-89.900195,madison,county
il,0017121,424259,marion county,1482442363,9487928,572.374,3.6630000000000003,38.648106,-88.920488,marion,county
il,0017123,424260,marshall county,1001787876,30368305,386.792,11.725,41.031119,-89.342371,marshall,county
il,0017125,424261,mason county,1396619110,62745252,539.238,24.226,40.236993,-89.913575,mason,county
il,0017127,1784730,massac county,614390983,11904139,237.218,4.596,37.216119,-88.705658,massac,county
il,0017129,424266,menard county,814388886,2641075,314.437,1.02,40.022569,-89.794133,menard,county
il,0017131,1784750,mercer county,1453500334,19409984,561.2,7.494,41.204791,-90.741433,mercer,county
il,0017133,1784865,monroe county,997189274,33718640,385.017,13.019,38.277983,-90.179078,monroe,county
il,0017135,1784866,montgomery county,1822539580,15512960,703.686,5.99,39.228093,-89.478004,montgomery,county
il,0017137,424270,morgan county,1473194629,9064992,568.804,3.5,39.7183,-90.202543,morgan,county
il,0017139,1784885,moultrie county,870088933,22102476,335.94300000000004,8.533999999999999,39.636896,-88.625726,moultrie,county
il,0017141,1784894,ogle county,1964706944,11425020,758.578,4.4110000000000005,42.041884,-89.320176,ogle,county
il,0017143,1784920,peoria county,1603693500,29505059,619.19,11.392000000000001,40.785995,-89.76710600000001,peoria,county
il,0017145,1784940,perry county,1144186298,13416052,441.773,5.18,38.084381,-89.368525,perry,county
il,0017147,424275,piatt county,1137445105,756340,439.17,0.292,40.009056,-88.59232800000001,piatt,county
il,0017149,1784941,pike county,2153317754,45283659,831.4010000000001,17.484,39.625106,-90.889034,pike,county
il,0017151,424277,pope county,955110213,14328502,368.77,5.532,37.417169,-88.542374,pope,county
il,0017153,1784966,pulaski county,515887805,10473599,199.185,4.044,37.215615,-89.12775500000001,pulaski,county
il,0017155,424279,putnam county,414813854,31243033,160.161,12.062999999999999,41.198961,-89.29834699999999,putnam,county
il,0017157,1784967,randolph county,1490545821,56207459,575.503,21.701999999999998,38.056515000000005,-89.82121,randolph,county
il,0017159,424281,richland county,932423047,4884901,360.01099999999997,1.886,38.71155,-88.085698,richland,county
il,0017161,424282,rock island county,1107115529,61714995,427.46,23.828000000000003,41.468404,-90.572203,rock island,county
il,0017163,1784987,st. clair county,1703646140,42085985,657.7810000000001,16.249000000000002,38.470197999999996,-89.928546,st. clair,county
il,0017165,424283,saline county,983746300,18008552,379.827,6.952999999999999,37.751653000000005,-88.54503100000001,saline,county
il,0017167,1785010,sangamon county,2248891700,22577677,868.302,8.717,39.757258,-89.662032,sangamon,county
il,0017169,1785037,schuyler county,1132531126,10511619,437.273,4.059,40.156905,-90.61346400000001,schuyler,county
il,0017171,424286,scott county,649861255,4812706,250.91299999999998,1.858,39.637002,-90.47777099999999,scott,county
il,0017173,1785051,shelby county,1964597866,24693146,758.5360000000001,9.533999999999999,39.384926,-88.798862,shelby,county
il,0017175,424288,stark county,746121702,708705,288.079,0.27399999999999997,41.096908,-89.797411,stark,county
il,0017177,1785076,stephenson county,1462175842,1385929,564.549,0.535,42.349726000000004,-89.665994,stephenson,county
il,0017179,1785094,tazewell county,1681105108,22941953,649.078,8.857999999999999,40.508074,-89.51626,tazewell,county
il,0017181,1785113,union county,1070855733,22502288,413.46,8.687999999999999,37.485644,-89.244638,union,county
il,0017183,1785114,vermilion county,2326763518,7534496,898.368,2.909,40.186754,-87.726778,vermilion,county
il,0017185,424293,wabash county,578224657,11012015,223.25400000000002,4.252,38.445821,-87.839167,wabash,county
il,0017187,1785134,warren county,1404823489,1674135,542.405,0.6459999999999999,40.850441,-90.620223,warren,county
il,0017189,1785150,washington county,1457058164,3454759,562.573,1.334,38.35314,-89.417187,washington,county
il,0017191,424296,wayne county,1848769766,4331019,713.814,1.672,38.431857,-88.43243000000001,wayne,county
il,0017193,424297,white county,1281439168,18374883,494.76599999999996,7.095,38.087371999999995,-88.178585,white,county
il,0017195,1785167,whiteside county,1772198884,31796433,684.25,12.277000000000001,41.750571,-89.910957,whiteside,county
il,0017197,1785190,will county,2167651098,31840764,836.935,12.294,41.448474,-87.97845600000001,will,county
il,0017199,1785215,williamson county,1088234789,62630902,420.17,24.182,37.730353,-88.930018,williamson,county
il,0017201,1785216,winnebago county,1329636649,15216951,513.376,5.875,42.337396000000005,-89.16120500000001,winnebago,county
il,0017203,1785231,woodford county,1367025012,38410921,527.811,14.831,40.78979,-89.210607,woodford,county
in,0018001,450401,adams county,878078763,2430677,339.028,0.938,40.745733,-84.93613,adams,county
in,0018003,450402,allen county,1702446866,7007163,657.318,2.705,41.091854999999995,-85.07223,allen,county
in,0018005,451683,bartholomew county,1053850515,6814204,406.894,2.6310000000000002,39.205843,-85.897999,bartholomew,county
in,0018007,450403,benton county,1052616465,236033,406.418,0.091,40.600945,-87.314846,benton,county
in,0018009,450404,blackford county,427554659,1303566,165.08,0.503,40.472671999999996,-85.32373,blackford,county
in,0018011,450405,boone county,1095336141,877918,422.912,0.33899999999999997,40.050892,-86.469014,boone,county
in,0018013,451684,brown county,808029692,12040226,311.982,4.649,39.192864,-86.239728,brown,county
in,0018015,450406,carroll county,964066245,7227489,372.228,2.7910000000000004,40.58498,-86.565141,carroll,county
in,0018017,450339,cass county,1067475956,6974424,412.155,2.693,40.753799,-86.355168,cass,county
in,0018019,450340,clark county,965977277,9028690,372.966,3.486,38.476217,-85.711122,clark,county
in,0018021,450341,clay county,926094217,7133798,357.56699999999995,2.7539999999999996,39.393951,-87.115837,clay,county
in,0018023,450342,clinton county,1049119213,461117,405.06699999999995,0.17800000000000002,40.305944000000004,-86.47756700000001,clinton,county
in,0018025,451674,crawford county,791601701,7974817,305.639,3.0789999999999997,38.289433,-86.440871,crawford,county
in,0018027,450343,daviess county,1112371069,19127743,429.48900000000003,7.385,38.694546,-87.07275899999999,daviess,county
in,0018029,450344,dearborn county,790033504,6168670,305.034,2.3819999999999997,39.148321,-84.973497,dearborn,county
in,0018031,450345,decatur county,964946212,1955479,372.56800000000004,0.755,39.30598,-85.499831,decatur,county
in,0018033,450346,dekalb county,939732060,2657428,362.833,1.026,41.401189,-85.000185,dekalb,county
in,0018035,450347,delaware county,1015609493,9790515,392.129,3.78,40.227543,-85.399262,delaware,county
in,0018037,451675,dubois county,1106624671,20884543,427.27,8.064,38.373344,-86.873385,dubois,county
in,0018039,450348,elkhart county,1199614717,12423367,463.17400000000004,4.797,41.600693,-85.863986,elkhart,county
in,0018041,450349,fayette county,556901540,366406,215.021,0.141,39.639655,-85.18503199999999,fayette,county
in,0018043,450350,floyd county,383154049,2644456,147.937,1.021,38.317935999999996,-85.911474,floyd,county
in,0018045,450351,fountain county,1024769247,5734092,395.666,2.214,40.121237,-87.234872,fountain,county
in,0018047,450352,franklin county,995670736,17143505,384.431,6.619,39.409762,-85.066964,franklin,county
in,0018049,450353,fulton county,954118481,7454415,368.38699999999994,2.878,41.050384,-86.265006,fulton,county
in,0018051,450354,gibson county,1262603575,30226487,487.494,11.671,38.317398,-87.580523,gibson,county
in,0018053,450355,grant county,1072452757,2133489,414.07599999999996,0.8240000000000001,40.515758,-85.654946,grant,county
in,0018055,451676,greene county,1405058605,8861019,542.496,3.4210000000000003,39.047146999999995,-87.00477099999999,greene,county
in,0018057,450356,hamilton county,1021249850,21056794,394.30699999999996,8.13,40.053646,-86.021726,hamilton,county
in,0018059,450357,hancock county,792580890,2610509,306.017,1.008,39.82253,-85.773162,hancock,county
in,0018061,451677,harrison county,1254889457,5193189,484.51599999999996,2.005,38.186440000000005,-86.10368100000001,harrison,county
in,0018063,450358,hendricks county,1053903327,4826709,406.914,1.864,39.768963,-86.509908,hendricks,county
in,0018065,450359,henry county,1014954834,7655120,391.876,2.9560000000000004,39.929590999999995,-85.397363,henry,county
in,0018067,450360,howard county,758858965,2394188,292.997,0.924,40.483537,-86.114118,howard,county
in,0018069,450361,huntington county,991056524,13133878,382.649,5.071000000000001,40.826394,-85.478597,huntington,county
in,0018071,451678,jackson county,1319116338,11913437,509.314,4.6,38.911957,-86.042516,jackson,county
in,0018073,450494,jasper county,1449432194,4560478,559.629,1.761,41.017688,-87.118814,jasper,county
in,0018075,450362,jay county,994310111,458546,383.905,0.177,40.434971999999995,-85.00338,jay,county
in,0018077,450363,jefferson county,934033622,5844624,360.63199999999995,2.2569999999999997,38.783604,-85.44009,jefferson,county
in,0018079,450364,jennings county,975363941,4546194,376.59,1.755,38.996234,-85.628111,jennings,county
in,0018081,450365,johnson county,829909448,3525678,320.43,1.361,39.495986,-86.0946,johnson,county
in,0018083,450366,knox county,1336514462,20754868,516.031,8.013,38.688390999999996,-87.420354,knox,county
in,0018085,450367,kosciusko county,1376372974,59498275,531.4209999999999,22.971999999999998,41.244293,-85.861575,kosciusko,county
in,0018087,450368,lagrange county,983230790,18324388,379.62800000000004,7.075,41.642468,-85.426302,lagrange,county
in,0018089,450495,lake county,1292341248,330463496,498.976,127.59299999999999,41.472246999999996,-87.374337,lake,county
in,0018091,450507,laporte county,1549639033,38695622,598.319,14.94,41.549013,-86.744739,laporte,county
in,0018093,451703,lawrence county,1163367101,7122884,449.17900000000003,2.75,38.839815,-86.48782,lawrence,county
in,0018095,450370,madison county,1170457644,2559353,451.916,0.988,40.166203,-85.722454,madison,county
in,0018097,450371,marion county,1026541163,17250529,396.35,6.66,39.782976,-86.13579399999999,marion,county
in,0018099,450372,marshall county,1148993894,15834723,443.629,6.114,41.325003,-86.269036,marshall,county
in,0018101,451679,martin county,869603238,12045699,335.756,4.651,38.705321999999995,-86.801847,martin,county
in,0018103,450373,miami county,968246655,9184648,373.842,3.5460000000000003,40.772881,-86.044258,miami,county
in,0018105,451680,monroe county,1021811777,43504228,394.524,16.797,39.160751,-86.523325,monroe,county
in,0018107,450374,montgomery county,1306950938,2147290,504.61699999999996,0.8290000000000001,40.040296000000005,-86.892715,montgomery,county
in,0018109,450375,morgan county,1046304311,14109734,403.98,5.4479999999999995,39.482646,-86.447457,morgan,county
in,0018111,450376,newton county,1040539798,4349506,401.755,1.679,40.962399,-87.402172,newton,county
